Messwert,X,Y,F,Sensor 1,Sensor 2,Sensor 3,Sensor 4,Sensor 5,Sensor 6,Sensor 7,Sensor 8
1,58,116,20,3.5845000000000002,3.1475,3.4162500000000002,3.433625,3.3035,3.284625,3.622375,3.544125
2,58,116,20,2.5416250000000002,2.9725,2.00575,3.25925,2.87525,3.01775,2.462125,3.059375
1-2,58,116,20,1.042875,0.17499999999999982,1.4105000000000003,0.17437499999999995,0.42825000000000024,0.2668750000000002,1.16025,0.48475
