Messwert,X,Y,F,Sensor 1,Sensor 2,Sensor 3,Sensor 4,Sensor 5,Sensor 6,Sensor 7,Sensor 8
1,58,0,20,3.6052500000000003,3.162125,3.403625,3.43675,3.2995,3.282625,3.6205000000000003,3.5505
2,58,0,20,2.083,2.9398750000000002,2.145625,3.2363750000000002,2.888125,3.0345,1.796,3.28775
1-2,58,0,20,1.52225,0.22224999999999984,1.258,0.20037499999999975,0.41137500000000005,0.24812499999999993,1.8245000000000002,0.26275000000000004
