Messwert,X,Y,F,Sensor 1,Sensor 2,Sensor 3,Sensor 4,Sensor 5,Sensor 6,Sensor 7,Sensor 8
1,116,116,20,3.599375,3.14825,3.40725,3.43925,3.302375,3.270375,3.611625,3.54425
2,116,116,20,2.462,2.92475,2.389125,3.26325,2.992,3.009875,2.2603750000000002,2.791125
1-2,116,116,20,1.137375,0.22350000000000003,1.018125,0.1759999999999997,0.31037500000000007,0.26049999999999995,1.3512499999999998,0.7531249999999998
