Messwert,X,Y,F,Sensor 1,Sensor 2,Sensor 3,Sensor 4,Sensor 5,Sensor 6,Sensor 7,Sensor 8
1,-174,232,20,3.6055,3.214875,3.372,3.42775,3.29725,3.290375,3.6015,3.54025
2,-174,232,20,3.0675,2.087125,2.617625,3.218375,3.049125,3.113875,3.147625,3.103375
1-2,-174,232,20,0.5380000000000003,1.1277500000000003,0.754375,0.2093750000000001,0.24812499999999993,0.17649999999999988,0.45387500000000003,0.4368749999999997
