Messwert,X,Y,F,Sensor 1,Sensor 2,Sensor 3,Sensor 4,Sensor 5,Sensor 6,Sensor 7,Sensor 8
1,58,-116,20,3.6001250000000002,3.1685,3.399375,3.434375,3.3055,3.289625,3.6317500000000003,3.543125
2,58,-116,20,2.654125,2.934125,2.140125,3.2066250000000003,2.7956250000000002,2.8815,2.5728750000000002,3.227875
1-2,58,-116,20,0.9460000000000002,0.234375,1.2592500000000002,0.2277499999999999,0.5098749999999996,0.40812500000000007,1.058875,0.3152499999999998
