Messwert,X,Y,F,Sensor 1,Sensor 2,Sensor 3,Sensor 4,Sensor 5,Sensor 6,Sensor 7,Sensor 8
1,-116,116,20,3.637375,3.21475,3.414875,3.4445,3.317375,3.298,3.62525,3.53625
2,-116,116,20,2.1858750000000002,2.6505,2.149625,3.1635,2.979375,3.078,2.69225,3.160625
1-2,-116,116,20,1.4514999999999998,0.5642499999999999,1.26525,0.28100000000000014,0.3380000000000001,0.2200000000000002,0.9329999999999998,0.3756249999999999
