Messwert,X,Y,F,Sensor 1,Sensor 2,Sensor 3,Sensor 4,Sensor 5,Sensor 6,Sensor 7,Sensor 8
1,-58,-116,20,3.623125,3.177125,3.39975,3.4275,3.309125,3.3036250000000003,3.636875,3.5351250000000003
2,-58,-116,20,2.39075,2.81975,2.069125,3.02025,2.86525,2.988875,2.788875,3.345125
1-2,-58,-116,20,1.2323749999999998,0.3573750000000002,1.330625,0.40725000000000033,0.4438749999999998,0.3147500000000001,0.8479999999999999,0.1900000000000004
