Messwert,X,Y,F,Sensor 1,Sensor 2,Sensor 3,Sensor 4,Sensor 5,Sensor 6,Sensor 7,Sensor 8
1,-290,0,20,3.68,3.28575,3.334,3.415,3.293125,3.29025,3.6157500000000002,3.549
2,-290,0,20,0.008125,3.014125,3.036875,3.2443750000000002,3.142875,3.008375,2.517875,3.2515
1-2,-290,0,20,3.671875,0.2716250000000002,0.29712499999999986,0.1706249999999998,0.15024999999999977,0.2818749999999999,1.0978750000000002,0.2974999999999999
