Messwert,X,Y,F,Sensor 1,Sensor 2,Sensor 3,Sensor 4,Sensor 5,Sensor 6,Sensor 7,Sensor 8
1,-116,-290,20,3.5835,3.17,3.43675,3.547,3.418125,3.335875,3.651625,3.5347500000000003
2,-116,-290,20,3.382375,2.8693750000000002,2.657625,2.526125,3.0755,3.0115,3.384125,3.421875
1-2,-116,-290,20,0.20112499999999978,0.3006249999999997,0.7791250000000001,1.0208750000000002,0.34262499999999996,0.3243750000000003,0.26750000000000007,0.11287500000000028
