Messwert,X,Y,F,Sensor 1,Sensor 2,Sensor 3,Sensor 4,Sensor 5,Sensor 6,Sensor 7,Sensor 8
1,232,58,20,3.590375,3.154,3.36925,3.451,3.305625,3.25475,3.622875,3.539875
2,232,58,20,2.289125,2.908875,2.9085,3.2491250000000003,3.121125,3.09475,1.65425,3.0805000000000002
1-2,232,58,20,1.30125,0.24512499999999982,0.46075,0.2018749999999998,0.1844999999999999,0.16000000000000014,1.968625,0.45937499999999964
