Messwert,X,Y,F,Sensor 1,Sensor 2,Sensor 3,Sensor 4,Sensor 5,Sensor 6,Sensor 7,Sensor 8
1,174,0,20,3.598,3.156375,3.387875,3.447625,3.30225,3.25475,3.624,3.540125
2,174,0,20,2.014125,2.898,2.684375,3.202125,3.0387500000000003,3.019375,0.974,3.33075
1-2,174,0,20,1.583875,0.258375,0.7035,0.24549999999999983,0.2634999999999996,0.2353749999999999,2.6500000000000004,0.2093750000000001
