channel names:							
004_-116_290_50 - Brücke (V/V) - R0__PXI1Slot2_ai0	004_-116_290_50 - Brücke (V/V) - R1__PXI1Slot2_ai1	004_-116_290_50 - Brücke (V/V) - R2__PXI1Slot2_ai2	004_-116_290_50 - Brücke (V/V) - R3__PXI1Slot2_ai3	004_-116_290_50 - Brücke (V/V) - R4__PXI1Slot2_ai4	004_-116_290_50 - Brücke (V/V) - R5__PXI1Slot2_ai5	004_-116_290_50 - Brücke (V/V) - R6__PXI1Slot2_ai6	004_-116_290_50 - Brücke (V/V) - R7__PXI1Slot2_ai7
start times:							
23.05.2024 13:43:48,679920	23.05.2024 13:43:48,679920	23.05.2024 13:43:48,679920	23.05.2024 13:43:48,679920	23.05.2024 13:43:48,679920	23.05.2024 13:43:48,679920	23.05.2024 13:43:48,679920	23.05.2024 13:43:48,679920
dt:							
0,020000							
data:							
2,882814E-1	1,191798E-2	-7,655680E-1	3,208104E-1	-2,492798E-1	-5,175913E-1	-8,344891E-2	-1,203569E-1
2,883053E-1	1,191798E-2	-7,656634E-1	3,208462E-1	-2,492559E-1	-5,175436E-1	-8,340123E-2	-1,204165E-1
2,883768E-1	1,197759E-2	-7,656276E-1	3,210131E-1	-2,490771E-1	-5,175317E-1	-8,331778E-2	-1,203807E-1
2,883529E-1	1,203719E-2	-7,655800E-1	3,209773E-1	-2,491606E-1	-5,173648E-1	-8,360388E-2	-1,204045E-1
2,883410E-1	1,184646E-2	-7,655919E-1	3,206674E-1	-2,491963E-1	-5,175555E-1	-8,362772E-2	-1,204761E-1
2,883410E-1	1,187030E-2	-7,656157E-1	3,205124E-1	-2,491129E-1	-5,175794E-1	-8,354428E-2	-1,205118E-1
2,882933E-1	1,189414E-2	-7,657468E-1	3,204767E-1	-2,491129E-1	-5,176032E-1	-8,362772E-2	-1,206430E-1
2,883172E-1	1,189414E-2	-7,656753E-1	3,206316E-1	-2,491248E-1	-5,174721E-1	-8,371117E-2	-1,206310E-1
2,883410E-1	1,202527E-2	-7,656753E-1	3,210012E-1	-2,491129E-1	-5,173529E-1	-8,363965E-2	-1,205118E-1
2,883291E-1	1,209680E-2	-7,657588E-1	3,210012E-1	-2,490891E-1	-5,171741E-1	-8,323433E-2	-1,204761E-1
2,883172E-1	1,202527E-2	-7,657468E-1	3,207270E-1	-2,490533E-1	-5,172933E-1	-8,313897E-2	-1,204761E-1
2,882576E-1	1,201335E-2	-7,659495E-1	3,204886E-1	-2,490533E-1	-5,175436E-1	-8,347275E-2	-1,205595E-1
2,882099E-1	1,191798E-2	-7,658064E-1	3,202025E-1	-2,493036E-1	-5,176151E-1	-8,362772E-2	-1,205953E-1
2,882218E-1	1,195375E-2	-7,658064E-1	3,201786E-1	-2,493275E-1	-5,176390E-1	-8,341315E-2	-1,205595E-1
2,882814E-1	1,207296E-2	-7,657945E-1	3,204886E-1	-2,492559E-1	-5,174125E-1	-8,330586E-2	-1,204403E-1
2,883410E-1	1,206104E-2	-7,658184E-1	3,206912E-1	-2,494586E-1	-5,174244E-1	-8,327010E-2	-1,204165E-1
2,882457E-1	1,195375E-2	-7,658184E-1	3,206316E-1	-2,494705E-1	-5,175198E-1	-8,342507E-2	-1,204165E-1
2,881145E-1	1,184646E-2	-7,658899E-1	3,204528E-1	-2,492679E-1	-5,175913E-1	-8,348467E-2	-1,203926E-1
2,881384E-1	1,191798E-2	-7,657707E-1	3,203098E-1	-2,491963E-1	-5,175913E-1	-8,343699E-2	-1,205238E-1
2,882218E-1	1,187030E-2	-7,657945E-1	3,202978E-1	-2,491248E-1	-5,176509E-1	-8,353236E-2	-1,205357E-1
2,881741E-1	1,187030E-2	-7,658303E-1	3,204886E-1	-2,488506E-1	-5,176151E-1	-8,341315E-2	-1,204880E-1
2,881026E-1	1,183454E-2	-7,657230E-1	3,207628E-1	-2,489341E-1	-5,175198E-1	-8,310320E-2	-1,205595E-1
2,882099E-1	1,187030E-2	-7,657826E-1	3,205840E-1	-2,489460E-1	-5,176271E-1	-8,347275E-2	-1,205238E-1
2,882814E-1	1,192991E-2	-7,658422E-1	3,206316E-1	-2,488506E-1	-5,175794E-1	-8,343699E-2	-1,204641E-1
2,883053E-1	1,206104E-2	-7,656276E-1	3,208581E-1	-2,491010E-1	-5,174721E-1	-8,329394E-2	-1,203688E-1
2,884364E-1	1,208488E-2	-7,655680E-1	3,209177E-1	-2,492321E-1	-5,173171E-1	-8,335354E-2	-1,201900E-1
2,884483E-1	1,210872E-2	-7,655680E-1	3,209297E-1	-2,490175E-1	-5,173529E-1	-8,323433E-2	-1,201780E-1
2,883529E-1	1,210872E-2	-7,656515E-1	3,209058E-1	-2,490771E-1	-5,174721E-1	-8,353236E-2	-1,202257E-1
2,883053E-1	1,201335E-2	-7,655800E-1	3,207151E-1	-2,489102E-1	-5,174721E-1	-8,353236E-2	-1,203211E-1
2,884006E-1	1,214448E-2	-7,655323E-1	3,206555E-1	-2,489222E-1	-5,174602E-1	-8,341315E-2	-1,202496E-1
2,884125E-1	1,216832E-2	-7,655442E-1	3,205601E-1	-2,489341E-1	-5,174482E-1	-8,317473E-2	-1,202615E-1
2,883768E-1	1,214448E-2	-7,655442E-1	3,206674E-1	-2,490771E-1	-5,173767E-1	-8,304360E-2	-1,202138E-1
2,883887E-1	1,232330E-2	-7,655919E-1	3,208343E-1	-2,491010E-1	-5,173290E-1	-8,312705E-2	-1,201900E-1
2,884483E-1	1,228753E-2	-7,655561E-1	3,208343E-1	-2,492321E-1	-5,172098E-1	-8,312705E-2	-1,203449E-1
2,884125E-1	1,215640E-2	-7,658303E-1	3,208820E-1	-2,491963E-1	-5,171979E-1	-8,323433E-2	-1,203330E-1
2,883053E-1	1,206104E-2	-7,657826E-1	3,207985E-1	-2,492917E-1	-5,173052E-1	-8,315089E-2	-1,203330E-1
2,882099E-1	1,201335E-2	-7,657588E-1	3,204171E-1	-2,491487E-1	-5,175079E-1	-8,335354E-2	-1,203807E-1
