channel names:							
007_58_290_50 - Brücke (V/V) - R0__PXI1Slot2_ai0	007_58_290_50 - Brücke (V/V) - R1__PXI1Slot2_ai1	007_58_290_50 - Brücke (V/V) - R2__PXI1Slot2_ai2	007_58_290_50 - Brücke (V/V) - R3__PXI1Slot2_ai3	007_58_290_50 - Brücke (V/V) - R4__PXI1Slot2_ai4	007_58_290_50 - Brücke (V/V) - R5__PXI1Slot2_ai5	007_58_290_50 - Brücke (V/V) - R6__PXI1Slot2_ai6	007_58_290_50 - Brücke (V/V) - R7__PXI1Slot2_ai7
start times:							
23.05.2024 13:47:34,289824	23.05.2024 13:47:34,289824	23.05.2024 13:47:34,289824	23.05.2024 13:47:34,289824	23.05.2024 13:47:34,289824	23.05.2024 13:47:34,289824	23.05.2024 13:47:34,289824	23.05.2024 13:47:34,289824
dt:							
0,020000							
data:							
2,905226E-1	1,218024E-2	-7,403195E-1	2,322141E-1	-2,479089E-1	-5,171979E-1	-8,212569E-2	-1,744660E-1
2,905226E-1	1,216832E-2	-7,402003E-1	2,320711E-1	-2,480996E-1	-5,172098E-1	-8,226874E-2	-1,745971E-1
2,904868E-1	1,215640E-2	-7,403553E-1	2,318684E-1	-2,482427E-1	-5,173410E-1	-8,222106E-2	-1,746686E-1
2,904749E-1	1,212064E-2	-7,402480E-1	2,319280E-1	-2,478731E-1	-5,174006E-1	-8,216145E-2	-1,745732E-1
2,904868E-1	1,210872E-2	-7,402837E-1	2,319399E-1	-2,480519E-1	-5,174125E-1	-8,223298E-2	-1,745732E-1
2,905822E-1	1,215640E-2	-7,402718E-1	2,320711E-1	-2,479923E-1	-5,172814E-1	-8,225682E-2	-1,745852E-1
2,905106E-1	1,226369E-2	-7,403076E-1	2,321783E-1	-2,480400E-1	-5,172694E-1	-8,219721E-2	-1,744660E-1
2,905941E-1	1,228753E-2	-7,403672E-1	2,322379E-1	-2,478731E-1	-5,172694E-1	-8,214953E-2	-1,744421E-1
2,906418E-1	1,221601E-2	-7,402122E-1	2,322737E-1	-2,479327E-1	-5,171979E-1	-8,235219E-2	-1,745613E-1
2,905464E-1	1,227561E-2	-7,402837E-1	2,322856E-1	-2,478374E-1	-5,173886E-1	-8,231642E-2	-1,744898E-1
2,906179E-1	1,219217E-2	-7,402241E-1	2,322499E-1	-2,476347E-1	-5,173290E-1	-8,214953E-2	-1,744660E-1
2,905941E-1	1,223985E-2	-7,404029E-1	2,319995E-1	-2,477062E-1	-5,173886E-1	-8,225682E-2	-1,745136E-1
2,905464E-1	1,220409E-2	-7,403076E-1	2,319876E-1	-2,477777E-1	-5,174602E-1	-8,236411E-2	-1,745017E-1
2,906656E-1	1,216832E-2	-7,401765E-1	2,320949E-1	-2,476585E-1	-5,174006E-1	-8,226874E-2	-1,744540E-1
2,905583E-1	1,214448E-2	-7,402241E-1	2,322379E-1	-2,478970E-1	-5,172814E-1	-8,198264E-2	-1,744660E-1
2,906298E-1	1,223985E-2	-7,402122E-1	2,323691E-1	-2,479208E-1	-5,171979E-1	-8,210185E-2	-1,745017E-1
2,905941E-1	1,240674E-2	-7,401884E-1	2,325956E-1	-2,476585E-1	-5,171621E-1	-8,185151E-2	-1,744779E-1
2,905583E-1	1,238290E-2	-7,403314E-1	2,322976E-1	-2,475155E-1	-5,172933E-1	-8,187535E-2	-1,744540E-1
2,905583E-1	1,233522E-2	-7,400692E-1	2,321426E-1	-2,474559E-1	-5,172337E-1	-8,194687E-2	-1,745613E-1
2,903795E-1	1,228753E-2	-7,401526E-1	2,320353E-1	-2,474916E-1	-5,173410E-1	-8,186343E-2	-1,745375E-1
2,904391E-1	1,231138E-2	-7,402837E-1	2,321187E-1	-2,474797E-1	-5,173886E-1	-8,187535E-2	-1,745375E-1
2,904629E-1	1,226369E-2	-7,403076E-1	2,322618E-1	-2,476943E-1	-5,172814E-1	-8,198264E-2	-1,745732E-1
2,904153E-1	1,226369E-2	-7,402718E-1	2,324406E-1	-2,478016E-1	-5,172098E-1	-8,201840E-2	-1,746090E-1
2,905345E-1	1,226369E-2	-7,402480E-1	2,323333E-1	-2,479089E-1	-5,172098E-1	-8,198264E-2	-1,745256E-1
2,905583E-1	1,229945E-2	-7,403076E-1	2,319518E-1	-2,478135E-1	-5,173410E-1	-8,210185E-2	-1,744540E-1
2,905345E-1	1,229945E-2	-7,402718E-1	2,317015E-1	-2,477539E-1	-5,174602E-1	-8,213761E-2	-1,746209E-1
2,903676E-1	1,220409E-2	-7,402718E-1	2,315704E-1	-2,476943E-1	-5,175198E-1	-8,205416E-2	-1,746567E-1
2,902961E-1	1,219217E-2	-7,402361E-1	2,316300E-1	-2,477897E-1	-5,174244E-1	-8,225682E-2	-1,746805E-1
2,905106E-1	1,220409E-2	-7,404029E-1	2,318207E-1	-2,474916E-1	-5,174363E-1	-8,216145E-2	-1,746090E-1
2,905106E-1	1,219217E-2	-7,404149E-1	2,320711E-1	-2,474797E-1	-5,173767E-1	-8,201840E-2	-1,745852E-1
2,903318E-1	1,219217E-2	-7,403553E-1	2,319757E-1	-2,475989E-1	-5,173648E-1	-8,217337E-2	-1,746567E-1
2,904153E-1	1,203719E-2	-7,403314E-1	2,319757E-1	-2,473367E-1	-5,174363E-1	-8,222106E-2	-1,745256E-1
2,904391E-1	1,201335E-2	-7,404268E-1	2,318088E-1	-2,476228E-1	-5,175317E-1	-8,211377E-2	-1,746328E-1
2,903676E-1	1,210872E-2	-7,404029E-1	2,318326E-1	-2,476109E-1	-5,174959E-1	-8,228066E-2	-1,747044E-1
2,903676E-1	1,206104E-2	-7,403076E-1	2,321307E-1	-2,477420E-1	-5,173529E-1	-8,226874E-2	-1,745852E-1
2,904749E-1	1,216832E-2	-7,404268E-1	2,323095E-1	-2,479327E-1	-5,172933E-1	-8,198264E-2	-1,745256E-1
2,906179E-1	1,222793E-2	-7,402241E-1	2,324287E-1	-2,478731E-1	-5,172456E-1	-8,210185E-2	-1,745256E-1
2,905106E-1	1,215640E-2	-7,403553E-1	2,321545E-1	-2,477301E-1	-5,174244E-1	-8,226874E-2	-1,745256E-1
2,902722E-1	1,196567E-2	-7,404983E-1	2,319280E-1	-2,476705E-1	-5,175198E-1	-8,225682E-2	-1,746209E-1
