channel names:							
013_-232_232_50 - Brücke (V/V) - R0__PXI1Slot2_ai0	013_-232_232_50 - Brücke (V/V) - R1__PXI1Slot2_ai1	013_-232_232_50 - Brücke (V/V) - R2__PXI1Slot2_ai2	013_-232_232_50 - Brücke (V/V) - R3__PXI1Slot2_ai3	013_-232_232_50 - Brücke (V/V) - R4__PXI1Slot2_ai4	013_-232_232_50 - Brücke (V/V) - R5__PXI1Slot2_ai5	013_-232_232_50 - Brücke (V/V) - R6__PXI1Slot2_ai6	013_-232_232_50 - Brücke (V/V) - R7__PXI1Slot2_ai7
start times:							
23.05.2024 14:53:18,407415	23.05.2024 14:53:18,407415	23.05.2024 14:53:18,407415	23.05.2024 14:53:18,407415	23.05.2024 14:53:18,407415	23.05.2024 14:53:18,407415	23.05.2024 14:53:18,407415	23.05.2024 14:53:18,407415
dt:							
0,020000							
data:							
3,015256E-1	2,355281E-2	-7,068098E-1	2,365533E-1	-3,999246E-1	-4,272307E-1	-5,085709E-2	-3,412086E-2
3,016209E-1	2,357665E-2	-7,067859E-1	2,367083E-1	-4,000080E-1	-4,271114E-1	-5,064251E-2	-3,398973E-2
3,016329E-1	2,357665E-2	-7,067740E-1	2,368871E-1	-4,000319E-1	-4,271353E-1	-5,047562E-2	-3,400165E-2
3,014779E-1	2,348129E-2	-7,067621E-1	2,366487E-1	-4,000915E-1	-4,271472E-1	-5,082133E-2	-3,403741E-2
3,014302E-1	2,352897E-2	-7,066667E-1	2,363149E-1	-4,001749E-1	-4,273141E-1	-5,085709E-2	-3,404933E-2
3,015256E-1	2,348129E-2	-7,067382E-1	2,363149E-1	-3,998054E-1	-4,273618E-1	-5,071404E-2	-3,413278E-2
3,014540E-1	2,354089E-2	-7,067621E-1	2,365891E-1	-3,999961E-1	-4,271353E-1	-5,079749E-2	-3,407317E-2
3,015733E-1	2,358857E-2	-7,066667E-1	2,367560E-1	-3,999842E-1	-4,271591E-1	-5,079749E-2	-3,401357E-2
3,016567E-1	2,361242E-2	-7,066071E-1	2,368394E-1	-3,997219E-1	-4,271472E-1	-5,063059E-2	-3,395396E-2
3,014898E-1	2,358857E-2	-7,067382E-1	2,366964E-1	-4,001511E-1	-4,271949E-1	-5,067828E-2	-3,408509E-2
