Datei_ID,X,Y,F,Sensor R1,Sensor R2,Sensor R3,Sensor R4,Sensor R5,Sensor R6,Sensor R7,Sensor R8
36,-116,116,12,3.028625,2.7753,2.8506,2.504225,3.26885,3.0111499999999998,3.1485499999999997,3.0423
37,-116,58,12,3.049325,2.435175,2.9659250000000004,2.548275,3.2897,2.8365500000000003,3.128425,3.0463750000000003
38,-116,0,12,3.036375,2.1052,3.0324,2.5846500000000003,3.309975,2.714,3.0911999999999997,3.03065
39,-116,-58,12,2.926375,2.455525,2.9930499999999998,2.6636,3.3479750000000004,2.861825,3.068825,3.0336
40,-116,-116,12,2.813075,2.8525,2.9471,2.680175,3.3634250000000003,3.05045,3.05155,3.0296000000000003
41,-116,-174,12,2.724675,3.1237,2.931625,2.6958,3.3811250000000004,3.20165,3.049225,3.041925
42,-116,-232,12,2.66505,3.384425,2.9519,2.757275,3.392175,3.3455749999999997,3.0572500000000002,3.0671
43,-116,-290,12,2.688575,3.622325,3.008775,2.87385,3.411,3.483225,3.102125,3.099575
44,-58,290,12,3.084925,3.646575,3.032925,2.560225,3.3641750000000004,3.545875,3.186975,3.046725
45,-58,232,12,3.055525,3.4292,2.9745,2.337075,3.323525,3.3954500000000003,3.1709,3.01385
46,-58,174,12,3.04825,3.2019,2.9937,2.24745,3.3116999999999996,3.2344250000000003,3.165625,2.999775
47,-58,116,12,3.0442,2.91155,3.0022,2.2493250000000002,3.308725,3.0341500000000003,3.156025,2.992525
48,-58,58,12,3.0574,2.652,3.043025,2.3131,3.3133,2.8474250000000003,3.147425,2.9934000000000003
49,-58,0,12,3.0606500000000003,2.428675,3.0514,2.4013,3.33445,2.748525,3.12215,2.9936
