Messwert,X,Y,F,Sensor R1,Sensor R2,Sensor R3,Sensor R4,Sensor R5,Sensor R6,Sensor R7,Sensor R8
1,-116,116,15,3.209,3.71675,3.258875,3.353875,3.487625,3.612,3.3095,3.2992500000000002
2,-116,116,15,2.957,2.595375,2.793,2.3765,3.210125,2.9015,3.12125,3.01125
1-2,-116,116,15,0.2520000000000002,1.121375,0.46587500000000004,0.9773749999999999,0.27749999999999986,0.7105000000000001,0.18825000000000003,0.28800000000000026
