Messwert,X,Y,F,Sensor R1,Sensor R2,Sensor R3,Sensor R4,Sensor R5,Sensor R6,Sensor R7,Sensor R8
1,174,-58,15,3.207375,3.709625,3.211625,3.311125,3.5060000000000002,3.6315,3.2835,3.2845
2,174,-58,15,2.97525,2.735,3.028625,2.83,3.3245,2.26825,2.917875,3.056625
1-2,174,-58,15,0.23212499999999991,0.9746250000000001,0.18300000000000027,0.481125,0.18150000000000022,1.3632499999999999,0.3656250000000001,0.22787500000000005
