Messwert,X,Y,F,Sensor R1,Sensor R2,Sensor R3,Sensor R4,Sensor R5,Sensor R6,Sensor R7,Sensor R8
1,-232,232,15,3.25925,3.70975,3.296625,3.270625,3.4907500000000002,3.6012500000000003,3.306,3.2807500000000003
2,-232,232,15,3.03025,3.4126250000000002,2.08725,2.8821250000000003,3.187375,3.29025,3.176625,3.102125
1-2,-232,232,15,0.2290000000000001,0.29712499999999986,1.209375,0.3884999999999996,0.3033750000000004,0.3110000000000004,0.12937500000000002,0.17862500000000026
