Messwert,X,Y,F,Sensor R1,Sensor R2,Sensor R3,Sensor R4,Sensor R5,Sensor R6,Sensor R7,Sensor R8
1,0,-116,15,3.206875,3.7195,3.20725,3.348625,3.49375,3.621375,3.308625,3.2883750000000003
2,0,-116,15,3.01275,3.019,2.99325,2.174375,3.293375,3.010875,3.09625,2.785125
1-2,0,-116,15,0.1941250000000001,0.7004999999999999,0.21399999999999997,1.1742500000000002,0.20037499999999975,0.6105,0.2123750000000002,0.5032500000000004
