Messwert,X,Y,F,Sensor R1,Sensor R2,Sensor R3,Sensor R4,Sensor R5,Sensor R6,Sensor R7,Sensor R8
1,232,-232,15,3.19575,3.708625,3.21875,3.29025,3.4875000000000003,3.6121250000000003,3.294,3.2765
2,232,-232,15,3.005,3.3668750000000003,3.0715,2.995875,3.372625,3.33875,2.11125,3.095625
1-2,232,-232,15,0.19074999999999998,0.3417499999999998,0.1472500000000001,0.29437500000000005,0.11487500000000006,0.27337500000000015,1.18275,0.1808749999999999
