Messwert,X,Y,F,Sensor R1,Sensor R2,Sensor R3,Sensor R4,Sensor R5,Sensor R6,Sensor R7,Sensor R8
1,-290,-232,15,3.262875,3.736625,3.26375,3.261625,3.49975,3.613375,3.30675,3.2720000000000002
2,-290,-232,15,1.299375,3.531,2.74375,3.025125,3.387,3.324625,3.099,3.199875
1-2,-290,-232,15,1.9635000000000002,0.20562499999999995,0.52,0.23649999999999993,0.11275000000000013,0.28874999999999984,0.20774999999999988,0.07212500000000022
