Messwert,X,Y,F,Sensor R1,Sensor R2,Sensor R3,Sensor R4,Sensor R5,Sensor R6,Sensor R7,Sensor R8
1,116,0,15,3.201375,3.712375,3.2125,3.319125,3.51025,3.6277500000000003,3.2963750000000003,3.274375
2,116,0,15,2.997875,2.524875,3.00875,2.60925,3.296625,1.866,3.0776250000000003,3.016625
1-2,116,0,15,0.20350000000000001,1.1875,0.20374999999999988,0.7098750000000003,0.21362499999999995,1.7617500000000001,0.21875,0.25775000000000015
