Messwert,X,Y,F,Sensor R1,Sensor R2,Sensor R3,Sensor R4,Sensor R5,Sensor R6,Sensor R7,Sensor R8
1,0,-232,15,3.2035,3.70875,3.2175000000000002,3.33075,3.4947500000000002,3.6088750000000003,3.305375,3.290375
2,0,-232,15,3.052,3.4545,2.977875,2.302,3.287375,3.3508750000000003,3.141625,2.720875
1-2,0,-232,15,0.15149999999999997,0.2542500000000003,0.2396250000000002,1.02875,0.2073750000000003,0.258,0.16375000000000028,0.5695000000000001
