Messwert,X,Y,F,Sensor R1,Sensor R2,Sensor R3,Sensor R4,Sensor R5,Sensor R6,Sensor R7,Sensor R8
1,0,116,15,3.205625,3.707875,3.200125,3.359125,3.48975,3.60825,3.304625,3.2872500000000002
2,0,116,15,3.015375,2.96975,3.08875,1.776375,3.27725,2.93325,3.111125,2.8865
1-2,0,116,15,0.1902499999999998,0.7381250000000001,0.11137499999999978,1.58275,0.2124999999999999,0.6749999999999998,0.19350000000000023,0.4007500000000004
