Messwert,X,Y,F,Sensor R1,Sensor R2,Sensor R3,Sensor R4,Sensor R5,Sensor R6,Sensor R7,Sensor R8
1,-58,-290,15,3.214375,3.71775,3.2251250000000002,3.322375,3.4991250000000003,3.606875,3.302,3.278375
2,-58,-290,15,2.79875,3.596,2.98775,2.6395,3.35875,3.501125,3.11525,3.029
1-2,-58,-290,15,0.4156249999999999,0.12175000000000002,0.2373750000000001,0.6828750000000001,0.14037500000000014,0.10575000000000001,0.18674999999999997,0.24937500000000012
