Messwert,X,Y,F,Sensor R1,Sensor R2,Sensor R3,Sensor R4,Sensor R5,Sensor R6,Sensor R7,Sensor R8
1,290,-290,15,3.1935000000000002,3.707375,3.210375,3.276625,3.4707500000000002,3.576625,3.301875,3.29175
2,290,-290,15,3.059125,3.52425,3.111625,3.124625,3.442375,3.59425,1.512125,3.2035
1-2,290,-290,15,0.13437500000000036,0.18312499999999998,0.0987499999999999,0.15200000000000014,0.02837500000000004,-0.017625000000000224,1.78975,0.08824999999999994
