Messwert,X,Y,F,Sensor R1,Sensor R2,Sensor R3,Sensor R4,Sensor R5,Sensor R6,Sensor R7,Sensor R8
1,-290,-290,15,3.285625,3.7205,3.263375,3.269375,3.490625,3.6157500000000002,3.306625,3.273875
2,-290,-290,15,0.7305,3.71875,2.861125,3.042125,3.416375,3.415,3.110875,3.2145
1-2,-290,-290,15,2.555125,0.0017499999999999183,0.40225,0.22725000000000017,0.07425000000000015,0.2007500000000002,0.19574999999999987,0.059374999999999734
