Messwert,X,Y,F,Sensor R1,Sensor R2,Sensor R3,Sensor R4,Sensor R5,Sensor R6,Sensor R7,Sensor R8
1,-232,-116,15,3.293375,3.741,3.254625,3.2795,3.498125,3.622625,3.312375,3.279125
2,-232,-116,15,2.445375,2.732,2.7912500000000002,2.907,3.33325,3.0100000000000002,3.038875,3.1008750000000003
1-2,-232,-116,15,0.8480000000000003,1.009,0.46337499999999965,0.37250000000000005,0.16487499999999988,0.612625,0.27349999999999985,0.1782499999999998
