Messwert,X,Y,F,Sensor R1,Sensor R2,Sensor R3,Sensor R4,Sensor R5,Sensor R6,Sensor R7,Sensor R8
1,-58,58,15,3.207125,3.72,3.22825,3.344125,3.493875,3.623,3.305125,3.29
2,-58,58,15,2.99125,2.436,3.016625,2.2018750000000002,3.2695,2.71925,3.1145,2.970375
1-2,-58,58,15,0.21587500000000004,1.2840000000000003,0.21162500000000017,1.1422499999999998,0.2243750000000002,0.90375,0.19062499999999982,0.3196249999999998
