Messwert,X,Y,F,Sensor R1,Sensor R2,Sensor R3,Sensor R4,Sensor R5,Sensor R6,Sensor R7,Sensor R8
1,116,-174,15,3.1945,3.706875,3.21225,3.3280000000000003,3.492375,3.6325000000000003,3.32025,3.28575
2,116,-174,15,2.97525,3.198,3.036375,2.650875,3.254875,3.04225,2.74525,2.99825
1-2,116,-174,15,0.21925000000000017,0.5088750000000002,0.175875,0.6771250000000002,0.23749999999999982,0.5902500000000002,0.5750000000000002,0.2875000000000001
