Messwert,X,Y,F,Sensor R1,Sensor R2,Sensor R3,Sensor R4,Sensor R5,Sensor R6,Sensor R7,Sensor R8
1,-232,0,15,3.249625,3.743,3.280625,3.2985,3.486,3.629625,3.3068750000000002,3.29075
2,-232,0,15,3.02325,1.2665,3.003,2.912375,3.236,2.698875,3.05275,3.10925
1-2,-232,0,15,0.226375,2.4764999999999997,0.277625,0.3861250000000003,0.25,0.9307499999999997,0.25412500000000016,0.18150000000000022
