Messwert,X,Y,F,Sensor R1,Sensor R2,Sensor R3,Sensor R4,Sensor R5,Sensor R6,Sensor R7,Sensor R8
1,116,290,15,3.1955,3.70675,3.207625,3.277,3.498875,3.5935,3.304625,3.2675
2,116,290,15,3.066125,3.5565,3.1473750000000003,2.786875,2.629125,3.45125,3.1805,3.08
1-2,116,290,15,0.12937500000000002,0.15024999999999977,0.060249999999999915,0.4901249999999999,0.8697499999999998,0.1422500000000002,0.12412500000000026,0.1875
