Messwert,X,Y,F,Sensor R1,Sensor R2,Sensor R3,Sensor R4,Sensor R5,Sensor R6,Sensor R7,Sensor R8
1,290,116,15,3.20325,3.706875,3.2062500000000003,3.270375,3.531,3.57775,3.276875,3.2680000000000002
2,290,116,15,3.06675,3.1225,3.062375,3.159125,2.828125,2.93325,3.170875,3.159875
1-2,290,116,15,0.1365000000000003,0.5843750000000001,0.14387500000000042,0.11125000000000007,0.7028750000000001,0.6444999999999999,0.10599999999999987,0.10812500000000025
