Messwert,X,Y,F,Sensor R1,Sensor R2,Sensor R3,Sensor R4,Sensor R5,Sensor R6,Sensor R7,Sensor R8
1,174,-116,15,3.198125,3.718875,3.218125,3.319125,3.4947500000000002,3.630625,3.309875,3.28125
2,174,-116,15,2.975375,2.9735,3.04375,2.844,3.313625,2.7215000000000003,2.7795,3.060625
1-2,174,-116,15,0.22275,0.7453750000000001,0.17437499999999995,0.47512500000000024,0.1811250000000002,0.909125,0.5303749999999998,0.22062500000000007
