Messwert,X,Y,F,Sensor R1,Sensor R2,Sensor R3,Sensor R4,Sensor R5,Sensor R6,Sensor R7,Sensor R8
1,290,0,15,3.20425,3.69625,3.208,3.2607500000000003,3.51325,3.62625,3.24675,3.26725
2,290,0,15,2.978875,2.66675,2.99625,3.1012500000000003,3.56725,0.929875,3.23775,3.1455
1-2,290,0,15,0.2253750000000001,1.0295,0.21175000000000033,0.15949999999999998,-0.053999999999999826,2.696375,0.008999999999999897,0.12175000000000002
