Messwert,X,Y,F,Sensor R1,Sensor R2,Sensor R3,Sensor R4,Sensor R5,Sensor R6,Sensor R7,Sensor R8
1,290,-58,15,3.200375,3.707875,3.2146250000000003,3.262625,3.460125,3.622,3.23175,3.263625
2,290,-58,15,3.012125,2.98475,3.0423750000000003,3.1317500000000003,3.44,2.6645,2.87275,3.1477500000000003
1-2,290,-58,15,0.18825000000000003,0.723125,0.17225000000000001,0.13087499999999963,0.02012500000000017,0.9575,0.359,0.11587499999999995
