Messwert,X,Y,F,Sensor R1,Sensor R2,Sensor R3,Sensor R4,Sensor R5,Sensor R6,Sensor R7,Sensor R8
1,-232,-232,15,3.245625,3.7325,3.246875,3.291125,3.497,3.610875,3.308125,3.285125
2,-232,-232,15,1.95275,3.388875,2.8116250000000003,2.924125,3.3853750000000002,3.298125,3.049875,3.1295
1-2,-232,-232,15,1.292875,0.34362499999999985,0.4352499999999999,0.367,0.11162499999999964,0.31274999999999986,0.25824999999999987,0.15562499999999968
