channel names:							
001_-290_290_50 3 - Brücke (V/V) - R0__PXI1Slot2_ai0	001_-290_290_50 3 - Brücke (V/V) - R1__PXI1Slot2_ai1	001_-290_290_50 3 - Brücke (V/V) - R2__PXI1Slot2_ai2	001_-290_290_50 3 - Brücke (V/V) - R3__PXI1Slot2_ai3	001_-290_290_50 3 - Brücke (V/V) - R4__PXI1Slot2_ai4	001_-290_290_50 3 - Brücke (V/V) - R5__PXI1Slot2_ai5	001_-290_290_50 3 - Brücke (V/V) - R6__PXI1Slot2_ai6	001_-290_290_50 3 - Brücke (V/V) - R7__PXI1Slot2_ai7
start times:							
23.05.2024 13:35:43,229154	23.05.2024 13:35:43,229154	23.05.2024 13:35:43,229154	23.05.2024 13:35:43,229154	23.05.2024 13:35:43,229154	23.05.2024 13:35:43,229154	23.05.2024 13:35:43,229154	23.05.2024 13:35:43,229154
dt:							
0,020000							
data:							
2,898550E-1	5,754864E-3	-7,330716E-1	3,216688E-1	-2,477420E-1	-5,122150E-1	-7,992032E-2	-1,213225E-1
2,898073E-1	5,635655E-3	-7,331073E-1	3,215972E-1	-2,477539E-1	-5,123222E-1	-7,990839E-2	-1,212748E-1
2,900457E-1	5,683339E-3	-7,331669E-1	3,216568E-1	-2,477658E-1	-5,122269E-1	-7,951500E-2	-1,212509E-1
2,903557E-1	5,707181E-3	-7,331193E-1	3,215019E-1	-2,478016E-1	-5,123461E-1	-7,980111E-2	-1,213105E-1
2,912140E-1	5,635655E-3	-7,331312E-1	3,214303E-1	-2,478850E-1	-5,124772E-1	-7,987263E-2	-1,213701E-1
2,908325E-1	5,707181E-3	-7,332265E-1	3,216211E-1	-2,477897E-1	-5,124295E-1	-7,962229E-2	-1,214417E-1
2,873873E-1	5,659497E-3	-7,333696E-1	3,215615E-1	-2,477897E-1	-5,123580E-1	-7,959845E-2	-1,213463E-1
2,892589E-1	5,564129E-3	-7,334292E-1	3,216688E-1	-2,476585E-1	-5,122746E-1	-7,962229E-2	-1,214297E-1
2,903557E-1	5,623734E-3	-7,334650E-1	3,215972E-1	-2,477181E-1	-5,123699E-1	-7,983687E-2	-1,214178E-1
2,906537E-1	5,587971E-3	-7,335723E-1	3,214661E-1	-2,476943E-1	-5,124891E-1	-7,980111E-2	-1,213105E-1
2,908563E-1	5,647576E-3	-7,335723E-1	3,216449E-1	-2,475155E-1	-5,124534E-1	-8,008721E-2	-1,213344E-1
2,899623E-1	5,671418E-3	-7,336915E-1	3,217522E-1	-2,477420E-1	-5,123103E-1	-8,024218E-2	-1,213463E-1
2,904033E-1	5,576050E-3	-7,337988E-1	3,219787E-1	-2,476943E-1	-5,122150E-1	-7,997992E-2	-1,213701E-1
2,908563E-1	5,802548E-3	-7,338107E-1	3,223602E-1	-2,477420E-1	-5,119765E-1	-7,995608E-2	-1,211913E-1
2,910113E-1	5,933678E-3	-7,338107E-1	3,223840E-1	-2,477181E-1	-5,119289E-1	-8,019450E-2	-1,211317E-1
2,917266E-1	6,017125E-3	-7,336557E-1	3,223244E-1	-2,475513E-1	-5,120004E-1	-8,014681E-2	-1,211794E-1
2,919769E-1	6,017125E-3	-7,335246E-1	3,222767E-1	-2,476705E-1	-5,120361E-1	-7,997992E-2	-1,210602E-1
2,916670E-1	5,933678E-3	-7,335484E-1	3,220502E-1	-2,474559E-1	-5,121196E-1	-7,972958E-2	-1,212152E-1
2,911663E-1	5,921757E-3	-7,332981E-1	3,218833E-1	-2,476228E-1	-5,122269E-1	-7,975342E-2	-1,213940E-1
2,907610E-1	6,088650E-3	-7,332027E-1	3,218595E-1	-2,476466E-1	-5,122507E-1	-7,970574E-2	-1,212628E-1
2,904033E-1	6,052887E-3	-7,331193E-1	3,218595E-1	-2,477301E-1	-5,121911E-1	-7,951500E-2	-1,212509E-1
2,898788E-1	6,076729E-3	-7,332027E-1	3,219668E-1	-2,479089E-1	-5,121315E-1	-7,951500E-2	-1,213463E-1
2,899384E-1	6,040967E-3	-7,331789E-1	3,218953E-1	-2,478850E-1	-5,120242E-1	-7,937195E-2	-1,210960E-1
2,899980E-1	5,909836E-3	-7,331431E-1	3,218356E-1	-2,477420E-1	-5,120719E-1	-7,947924E-2	-1,213105E-1
2,901292E-1	5,850232E-3	-7,331669E-1	3,218714E-1	-2,478493E-1	-5,121077E-1	-7,971766E-2	-1,213940E-1
2,902245E-1	5,969441E-3	-7,330597E-1	3,218237E-1	-2,476585E-1	-5,122030E-1	-7,969382E-2	-1,212509E-1
2,904629E-1	5,969441E-3	-7,330716E-1	3,219072E-1	-2,477897E-1	-5,122150E-1	-7,965806E-2	-1,212152E-1
2,904749E-1	6,052887E-3	-7,330835E-1	3,220383E-1	-2,477420E-1	-5,120838E-1	-7,951500E-2	-1,211913E-1
2,900934E-1	6,172097E-3	-7,331073E-1	3,218476E-1	-2,476705E-1	-5,122150E-1	-7,943156E-2	-1,211079E-1
2,901888E-1	6,052887E-3	-7,331431E-1	3,216449E-1	-2,476347E-1	-5,123938E-1	-7,962229E-2	-1,211913E-1
2,904033E-1	6,005204E-3	-7,330716E-1	3,216330E-1	-2,477062E-1	-5,124176E-1	-7,983687E-2	-1,212152E-1
2,902841E-1	6,076729E-3	-7,330120E-1	3,214899E-1	-2,478254E-1	-5,122865E-1	-7,981303E-2	-1,211913E-1
2,901888E-1	5,933678E-3	-7,331312E-1	3,217045E-1	-2,480162E-1	-5,121792E-1	-7,972958E-2	-1,211556E-1
2,902364E-1	6,100571E-3	-7,331550E-1	3,217999E-1	-2,478970E-1	-5,122150E-1	-7,949116E-2	-1,209291E-1
2,902364E-1	6,076729E-3	-7,331312E-1	3,217403E-1	-2,478254E-1	-5,122150E-1	-7,957461E-2	-1,210721E-1
2,899503E-1	6,029046E-3	-7,331669E-1	3,217403E-1	-2,476705E-1	-5,123699E-1	-7,956269E-2	-1,212032E-1
2,901292E-1	5,981362E-3	-7,331908E-1	3,216449E-1	-2,476228E-1	-5,123342E-1	-7,961037E-2	-1,211198E-1
2,903080E-1	5,933678E-3	-7,331908E-1	3,215972E-1	-2,478612E-1	-5,123819E-1	-7,958653E-2	-1,211436E-1
2,901649E-1	5,790627E-3	-7,331193E-1	3,216807E-1	-2,478731E-1	-5,123222E-1	-7,945540E-2	-1,211198E-1
2,901053E-1	5,766785E-3	-7,332027E-1	3,220383E-1	-2,478970E-1	-5,123461E-1	-7,925274E-2	-1,210960E-1
2,902841E-1	5,885994E-3	-7,331312E-1	3,219668E-1	-2,477658E-1	-5,123699E-1	-7,953885E-2	-1,212032E-1
2,904272E-1	5,993283E-3	-7,331908E-1	3,216926E-1	-2,478493E-1	-5,124176E-1	-7,980111E-2	-1,213105E-1
2,901888E-1	5,838311E-3	-7,332027E-1	3,217045E-1	-2,476824E-1	-5,124891E-1	-7,941964E-2	-1,212390E-1
2,900934E-1	5,731022E-3	-7,331908E-1	3,217164E-1	-2,480639E-1	-5,124057E-1	-7,925274E-2	-1,212748E-1
2,902961E-1	5,897915E-3	-7,332146E-1	3,219787E-1	-2,479208E-1	-5,123222E-1	-7,975342E-2	-1,212867E-1
2,904153E-1	5,945599E-3	-7,331312E-1	3,223125E-1	-2,478970E-1	-5,121077E-1	-7,959845E-2	-1,211079E-1
2,903795E-1	6,076729E-3	-7,330954E-1	3,223244E-1	-2,481473E-1	-5,120957E-1	-7,950308E-2	-1,210483E-1
2,902961E-1	5,909836E-3	-7,330120E-1	3,220621E-1	-2,479446E-1	-5,122746E-1	-7,945540E-2	-1,209767E-1
2,902603E-1	5,874074E-3	-7,331550E-1	3,217522E-1	-2,478850E-1	-5,124176E-1	-7,949116E-2	-1,212509E-1
2,901053E-1	5,814469E-3	-7,332623E-1	3,216449E-1	-2,480639E-1	-5,124057E-1	-7,987263E-2	-1,213940E-1
2,902007E-1	5,850232E-3	-7,332504E-1	3,216211E-1	-2,479208E-1	-5,123819E-1	-7,997992E-2	-1,213940E-1
2,901411E-1	5,885994E-3	-7,332623E-1	3,216330E-1	-2,479446E-1	-5,123938E-1	-7,945540E-2	-1,212152E-1
2,901649E-1	5,885994E-3	-7,331908E-1	3,215257E-1	-2,477062E-1	-5,123461E-1	-7,952693E-2	-1,212390E-1
2,901649E-1	5,897915E-3	-7,332504E-1	3,215853E-1	-2,476585E-1	-5,123461E-1	-7,959845E-2	-1,212271E-1
2,901768E-1	5,790627E-3	-7,332623E-1	3,215138E-1	-2,477777E-1	-5,124653E-1	-7,958653E-2	-1,213225E-1
2,902841E-1	5,909836E-3	-7,332265E-1	3,214899E-1	-2,476824E-1	-5,125011E-1	-7,978919E-2	-1,213344E-1
2,902126E-1	5,850232E-3	-7,332623E-1	3,216688E-1	-2,476466E-1	-5,124891E-1	-7,959845E-2	-1,211198E-1
2,902007E-1	5,862153E-3	-7,332981E-1	3,216926E-1	-2,477301E-1	-5,124295E-1	-7,940772E-2	-1,210840E-1
2,902841E-1	5,874074E-3	-7,332981E-1	3,217284E-1	-2,478850E-1	-5,124176E-1	-7,955077E-2	-1,212509E-1
2,901649E-1	5,838311E-3	-7,331908E-1	3,218118E-1	-2,479089E-1	-5,123819E-1	-7,956269E-2	-1,212628E-1
2,901292E-1	5,766785E-3	-7,331550E-1	3,217760E-1	-2,480639E-1	-5,123699E-1	-7,947924E-2	-1,212509E-1
2,902126E-1	5,647576E-3	-7,330954E-1	3,215853E-1	-2,479923E-1	-5,124057E-1	-7,957461E-2	-1,212628E-1
2,902364E-1	5,838311E-3	-7,330358E-1	3,216807E-1	-2,478612E-1	-5,124176E-1	-7,949116E-2	-1,211317E-1
2,902484E-1	5,921757E-3	-7,331669E-1	3,218118E-1	-2,478731E-1	-5,123819E-1	-7,965806E-2	-1,212152E-1
2,902722E-1	5,838311E-3	-7,331908E-1	3,218953E-1	-2,477181E-1	-5,122984E-1	-7,976534E-2	-1,212152E-1
2,903676E-1	5,933678E-3	-7,331669E-1	3,220741E-1	-2,476943E-1	-5,122269E-1	-7,940772E-2	-1,212032E-1
2,903318E-1	5,862153E-3	-7,331669E-1	3,220383E-1	-2,477777E-1	-5,122865E-1	-7,940772E-2	-1,210602E-1
2,903795E-1	5,862153E-3	-7,331431E-1	3,220979E-1	-2,475036E-1	-5,123699E-1	-7,933619E-2	-1,211079E-1
2,902484E-1	5,921757E-3	-7,331908E-1	3,220025E-1	-2,478493E-1	-5,123938E-1	-7,963421E-2	-1,213105E-1
2,900815E-1	5,671418E-3	-7,332981E-1	3,217164E-1	-2,481950E-1	-5,125249E-1	-7,980111E-2	-1,215370E-1
2,900100E-1	5,587971E-3	-7,333577E-1	3,215376E-1	-2,480281E-1	-5,126203E-1	-7,930043E-2	-1,215370E-1
2,900934E-1	5,623734E-3	-7,335007E-1	3,214780E-1	-2,480639E-1	-5,124772E-1	-7,928851E-2	-1,215490E-1
2,902484E-1	5,766785E-3	-7,332623E-1	3,216449E-1	-2,479089E-1	-5,124415E-1	-7,937195E-2	-1,214536E-1
2,903437E-1	5,885994E-3	-7,332385E-1	3,219191E-1	-2,477897E-1	-5,123580E-1	-7,946732E-2	-1,212867E-1
2,904033E-1	5,826390E-3	-7,333100E-1	3,219549E-1	-2,478254E-1	-5,122507E-1	-7,945540E-2	-1,213344E-1
2,901888E-1	5,766785E-3	-7,333100E-1	3,216092E-1	-2,478612E-1	-5,124534E-1	-7,946732E-2	-1,214178E-1
2,902961E-1	5,766785E-3	-7,333219E-1	3,215019E-1	-2,476943E-1	-5,124534E-1	-7,939579E-2	-1,213105E-1
2,904749E-1	6,029046E-3	-7,331193E-1	3,217164E-1	-2,478254E-1	-5,124057E-1	-7,945540E-2	-1,212986E-1
2,904987E-1	5,993283E-3	-7,331073E-1	3,218118E-1	-2,476705E-1	-5,123461E-1	-7,971766E-2	-1,211198E-1
2,904629E-1	5,993283E-3	-7,330358E-1	3,219310E-1	-2,478374E-1	-5,121673E-1	-7,957461E-2	-1,211317E-1
2,904749E-1	5,981362E-3	-7,331789E-1	3,220264E-1	-2,477301E-1	-5,122150E-1	-7,926466E-2	-1,211794E-1
2,904272E-1	6,052887E-3	-7,330835E-1	3,222886E-1	-2,477181E-1	-5,120957E-1	-7,940772E-2	-1,212271E-1
2,904629E-1	6,160176E-3	-7,330239E-1	3,222171E-1	-2,475870E-1	-5,122150E-1	-7,930043E-2	-1,212032E-1
2,903914E-1	6,148255E-3	-7,330597E-1	3,218237E-1	-2,474320E-1	-5,123461E-1	-7,933619E-2	-1,212152E-1
2,902126E-1	5,897915E-3	-7,330239E-1	3,215138E-1	-2,475632E-1	-5,123699E-1	-7,932427E-2	-1,213105E-1
2,902007E-1	5,909836E-3	-7,331193E-1	3,213707E-1	-2,476705E-1	-5,124534E-1	-7,909777E-2	-1,211317E-1
2,903318E-1	5,993283E-3	-7,331073E-1	3,213588E-1	-2,477062E-1	-5,125368E-1	-7,928851E-2	-1,212390E-1
2,902841E-1	5,993283E-3	-7,330954E-1	3,216449E-1	-2,477062E-1	-5,124176E-1	-7,920506E-2	-1,211079E-1
2,903199E-1	5,921757E-3	-7,330716E-1	3,216807E-1	-2,477181E-1	-5,123342E-1	-7,900240E-2	-1,211079E-1
2,902961E-1	5,766785E-3	-7,330597E-1	3,216211E-1	-2,477539E-1	-5,123819E-1	-7,903817E-2	-1,211913E-1
2,901530E-1	5,802548E-3	-7,330239E-1	3,214661E-1	-2,477301E-1	-5,123342E-1	-7,932427E-2	-1,212032E-1
2,902603E-1	5,850232E-3	-7,331073E-1	3,213350E-1	-2,477897E-1	-5,125368E-1	-7,947924E-2	-1,212032E-1
2,902603E-1	5,885994E-3	-7,331908E-1	3,213827E-1	-2,476347E-1	-5,124653E-1	-7,953885E-2	-1,212032E-1
2,903318E-1	5,921757E-3	-7,330835E-1	3,216926E-1	-2,475274E-1	-5,124057E-1	-7,920506E-2	-1,211436E-1
2,903199E-1	6,005204E-3	-7,332027E-1	3,218476E-1	-2,476347E-1	-5,122388E-1	-7,913353E-2	-1,211436E-1
2,902841E-1	6,064808E-3	-7,331550E-1	3,219906E-1	-2,476109E-1	-5,122626E-1	-7,913353E-2	-1,211913E-1
2,903318E-1	6,076729E-3	-7,331193E-1	3,218595E-1	-2,475513E-1	-5,124057E-1	-7,934811E-2	-1,211198E-1
2,902722E-1	6,076729E-3	-7,331550E-1	3,215734E-1	-2,473724E-1	-5,124534E-1	-7,956269E-2	-1,212032E-1
2,902007E-1	5,969441E-3	-7,331431E-1	3,215019E-1	-2,475393E-1	-5,125249E-1	-7,940772E-2	-1,212032E-1
2,902722E-1	5,945599E-3	-7,331312E-1	3,217999E-1	-2,476228E-1	-5,124057E-1	-7,950308E-2	-1,211794E-1
2,902484E-1	5,969441E-3	-7,331669E-1	3,220502E-1	-2,480758E-1	-5,122507E-1	-7,931235E-2	-1,210840E-1
2,903437E-1	6,064808E-3	-7,331550E-1	3,221218E-1	-2,478254E-1	-5,122865E-1	-7,925274E-2	-1,210840E-1
2,902603E-1	5,957520E-3	-7,331431E-1	3,219310E-1	-2,477420E-1	-5,123819E-1	-7,941964E-2	-1,210840E-1
2,902961E-1	5,897915E-3	-7,332027E-1	3,216211E-1	-2,477420E-1	-5,125964E-1	-7,936003E-2	-1,213105E-1
2,902841E-1	5,874074E-3	-7,331312E-1	3,213707E-1	-2,475870E-1	-5,126680E-1	-7,937195E-2	-1,213344E-1
2,902722E-1	6,017125E-3	-7,332265E-1	3,215257E-1	-2,477420E-1	-5,125607E-1	-7,947924E-2	-1,212509E-1
2,903080E-1	6,029046E-3	-7,331193E-1	3,216211E-1	-2,477181E-1	-5,123699E-1	-7,961037E-2	-1,211556E-1
2,903437E-1	6,005204E-3	-7,330120E-1	3,218118E-1	-2,478016E-1	-5,123342E-1	-7,956269E-2	-1,211556E-1
2,904033E-1	6,040967E-3	-7,330954E-1	3,218118E-1	-2,475155E-1	-5,123699E-1	-7,943156E-2	-1,211675E-1
2,903676E-1	6,040967E-3	-7,330954E-1	3,216211E-1	-2,475393E-1	-5,124653E-1	-7,939579E-2	-1,212867E-1
2,902364E-1	6,052887E-3	-7,331669E-1	3,216330E-1	-2,473367E-1	-5,125130E-1	-7,958653E-2	-1,213105E-1
2,902484E-1	6,088650E-3	-7,330954E-1	3,217641E-1	-2,475632E-1	-5,123580E-1	-7,945540E-2	-1,212032E-1
2,904272E-1	5,993283E-3	-7,330716E-1	3,217880E-1	-2,476705E-1	-5,123342E-1	-7,944348E-2	-1,212032E-1
2,904391E-1	5,993283E-3	-7,331550E-1	3,218237E-1	-2,476228E-1	-5,123938E-1	-7,955077E-2	-1,212032E-1
2,903795E-1	5,993283E-3	-7,331669E-1	3,217164E-1	-2,477658E-1	-5,123461E-1	-7,955077E-2	-1,212748E-1
2,903795E-1	6,064808E-3	-7,332265E-1	3,217522E-1	-2,475513E-1	-5,122746E-1	-7,964613E-2	-1,212509E-1
2,903437E-1	6,064808E-3	-7,330835E-1	3,218237E-1	-2,474559E-1	-5,122984E-1	-7,982495E-2	-1,213225E-1
2,902722E-1	6,052887E-3	-7,330716E-1	3,217403E-1	-2,475632E-1	-5,123819E-1	-7,958653E-2	-1,212152E-1
2,902722E-1	6,052887E-3	-7,330954E-1	3,217284E-1	-2,474559E-1	-5,123938E-1	-7,946732E-2	-1,212390E-1
2,903318E-1	6,064808E-3	-7,330001E-1	3,216449E-1	-2,475751E-1	-5,123461E-1	-7,963421E-2	-1,213225E-1
2,902603E-1	6,088650E-3	-7,329762E-1	3,215972E-1	-2,475632E-1	-5,124772E-1	-7,966998E-2	-1,213582E-1
2,903318E-1	6,005204E-3	-7,330239E-1	3,216449E-1	-2,473009E-1	-5,124415E-1	-7,977726E-2	-1,212509E-1
2,903557E-1	6,076729E-3	-7,329881E-1	3,218118E-1	-2,474559E-1	-5,123103E-1	-7,952693E-2	-1,212390E-1
2,905226E-1	6,255543E-3	-7,329762E-1	3,221098E-1	-2,473844E-1	-5,122984E-1	-7,958653E-2	-1,211317E-1
2,904153E-1	6,255543E-3	-7,329881E-1	3,221814E-1	-2,474082E-1	-5,123103E-1	-7,947924E-2	-1,211317E-1
2,902961E-1	6,267464E-3	-7,331193E-1	3,220264E-1	-2,474082E-1	-5,122746E-1	-7,945540E-2	-1,212271E-1
2,902961E-1	6,100571E-3	-7,330477E-1	3,218714E-1	-2,475155E-1	-5,123819E-1	-7,961037E-2	-1,212509E-1
2,902961E-1	6,112492E-3	-7,330954E-1	3,218476E-1	-2,474916E-1	-5,124057E-1	-7,953885E-2	-1,212628E-1
2,905345E-1	6,291306E-3	-7,331669E-1	3,221456E-1	-2,474440E-1	-5,122388E-1	-7,974150E-2	-1,211675E-1
2,904868E-1	6,243622E-3	-7,330001E-1	3,224317E-1	-2,474201E-1	-5,121434E-1	-7,943156E-2	-1,210960E-1
2,904749E-1	6,255543E-3	-7,329881E-1	3,224555E-1	-2,475036E-1	-5,121315E-1	-7,926466E-2	-1,210006E-1
2,903557E-1	6,184018E-3	-7,330001E-1	3,221456E-1	-2,475036E-1	-5,123103E-1	-7,933619E-2	-1,212152E-1
2,902126E-1	6,207860E-3	-7,330597E-1	3,217999E-1	-2,474678E-1	-5,123103E-1	-7,972958E-2	-1,213463E-1
2,902961E-1	6,255543E-3	-7,329524E-1	3,218118E-1	-2,475632E-1	-5,123699E-1	-7,984879E-2	-1,213701E-1
2,904153E-1	6,327069E-3	-7,329404E-1	3,219906E-1	-2,474440E-1	-5,122150E-1	-7,969382E-2	-1,212271E-1
2,904391E-1	6,184018E-3	-7,328451E-1	3,220502E-1	-2,476824E-1	-5,120957E-1	-7,952693E-2	-1,211913E-1
2,904987E-1	6,136334E-3	-7,328212E-1	3,221456E-1	-2,477301E-1	-5,121315E-1	-7,956269E-2	-1,212032E-1
2,903318E-1	6,219780E-3	-7,328689E-1	3,217999E-1	-2,476705E-1	-5,121792E-1	-7,966998E-2	-1,213105E-1
2,902841E-1	6,005204E-3	-7,329047E-1	3,216330E-1	-2,475870E-1	-5,123938E-1	-7,977726E-2	-1,213701E-1
2,903318E-1	6,112492E-3	-7,329047E-1	3,215257E-1	-2,476109E-1	-5,124176E-1	-7,950308E-2	-1,213225E-1
2,902841E-1	6,172097E-3	-7,327736E-1	3,216688E-1	-2,475632E-1	-5,123699E-1	-7,930043E-2	-1,212986E-1
2,903557E-1	6,195939E-3	-7,328332E-1	3,220383E-1	-2,473605E-1	-5,121315E-1	-7,924082E-2	-1,212152E-1
2,904272E-1	6,231701E-3	-7,328332E-1	3,222767E-1	-2,473605E-1	-5,120838E-1	-7,931235E-2	-1,212152E-1
2,904510E-1	6,219780E-3	-7,328689E-1	3,223006E-1	-2,473009E-1	-5,122150E-1	-7,944348E-2	-1,211675E-1
2,903080E-1	6,255543E-3	-7,328570E-1	3,219429E-1	-2,473724E-1	-5,123222E-1	-7,950308E-2	-1,213105E-1
2,902364E-1	6,386673E-3	-7,328928E-1	3,217284E-1	-2,474082E-1	-5,125011E-1	-7,952693E-2	-1,213105E-1
2,902961E-1	6,148255E-3	-7,328570E-1	3,216926E-1	-2,477539E-1	-5,124534E-1	-7,945540E-2	-1,213821E-1
2,903437E-1	6,195939E-3	-7,329166E-1	3,218237E-1	-2,478016E-1	-5,123342E-1	-7,962229E-2	-1,213701E-1
2,904272E-1	6,124413E-3	-7,327974E-1	3,222290E-1	-2,475393E-1	-5,121673E-1	-7,937195E-2	-1,212628E-1
2,904272E-1	6,052887E-3	-7,330835E-1	3,223125E-1	-2,478016E-1	-5,120600E-1	-7,968190E-2	-1,212271E-1
2,903795E-1	6,100571E-3	-7,327139E-1	3,220621E-1	-2,478254E-1	-5,121434E-1	-7,971766E-2	-1,212271E-1
2,902722E-1	6,017125E-3	-7,357299E-1	3,217284E-1	-2,478374E-1	-5,122865E-1	-7,984879E-2	-1,214655E-1
2,898311E-1	6,327069E-3	-7,482708E-1	3,213350E-1	-2,479566E-1	-5,125368E-1	-8,034947E-2	-1,216562E-1
2,896046E-1	5,909836E-3	-7,622779E-1	3,204767E-1	-2,486003E-1	-5,128110E-1	-8,067133E-2	-1,216682E-1
2,894258E-1	5,063450E-3	-7,766307E-1	3,186647E-1	-2,494705E-1	-5,133474E-1	-8,111241E-2	-1,217754E-1
2,885079E-1	4,836953E-3	-7,905901E-1	3,159706E-1	-2,508176E-1	-5,136335E-1	-8,145812E-2	-1,224311E-1
2,874470E-1	4,324353E-3	-8,026302E-1	3,134195E-1	-2,519858E-1	-5,139316E-1	-8,188727E-2	-1,231583E-1
2,872324E-1	3,883278E-3	-8,133352E-1	3,113691E-1	-2,529395E-1	-5,146230E-1	-8,263829E-2	-1,232179E-1
2,870416E-1	3,823674E-3	-8,204758E-1	3,093664E-1	-2,535356E-1	-5,146945E-1	-8,328202E-2	-1,235397E-1
2,866125E-1	3,585255E-3	-8,243859E-1	3,083531E-1	-2,541197E-1	-5,146111E-1	-8,296015E-2	-1,237424E-1
2,862549E-1	3,442204E-3	-8,263052E-1	3,085319E-1	-2,540601E-1	-5,147422E-1	-8,262637E-2	-1,235278E-1
2,862668E-1	3,501809E-3	-8,266509E-1	3,084723E-1	-2,540958E-1	-5,146587E-1	-8,328202E-2	-1,234682E-1
2,865886E-1	3,644860E-3	-8,257568E-1	3,084484E-1	-2,542508E-1	-5,147660E-1	-8,306744E-2	-1,235278E-1
2,864337E-1	3,585255E-3	-8,243144E-1	3,089134E-1	-2,539170E-1	-5,146230E-1	-8,279326E-2	-1,233132E-1
2,863383E-1	3,656781E-3	-8,251727E-1	3,087703E-1	-2,542389E-1	-5,145515E-1	-8,275750E-2	-1,232179E-1
2,862668E-1	3,597176E-3	-8,290470E-1	3,080789E-1	-2,545012E-1	-5,147303E-1	-8,327010E-2	-1,232656E-1
2,860403E-1	3,263390E-3	-8,352220E-1	3,069703E-1	-2,550018E-1	-5,149091E-1	-8,324625E-2	-1,235159E-1
2,859092E-1	3,072655E-3	-8,424103E-1	3,057662E-1	-2,554906E-1	-5,150879E-1	-8,309128E-2	-1,238378E-1
2,855634E-1	2,858078E-3	-8,504689E-1	3,041688E-1	-2,561939E-1	-5,151594E-1	-8,366349E-2	-1,241000E-1
2,848720E-1	2,536213E-3	-8,611500E-1	3,024522E-1	-2,572310E-1	-5,155290E-1	-8,435490E-2	-1,240166E-1
2,844548E-1	2,166665E-3	-8,742035E-1	3,004495E-1	-2,582562E-1	-5,158628E-1	-8,453372E-2	-1,244934E-1
2,839899E-1	1,761353E-3	-8,881033E-1	2,982799E-1	-2,593530E-1	-5,162442E-1	-8,501055E-2	-1,247080E-1
2,830362E-1	1,367962E-3	-9,041846E-1	2,963725E-1	-2,604020E-1	-5,166495E-1	-8,527281E-2	-1,257213E-1
2,822971E-1	8,553624E-4	-9,214342E-1	2,945367E-1	-2,612722E-1	-5,170549E-1	-8,611920E-2	-1,268061E-1
2,816653E-1	6,765485E-4	-9,360731E-1	2,929512E-1	-2,619637E-1	-5,174840E-1	-8,682253E-2	-1,262458E-1
2,812481E-1	3,904462E-4	-9,478629E-1	2,917830E-1	-2,624524E-1	-5,177701E-1	-8,703711E-2	-1,266392E-1
2,807712E-1	1,877904E-4	-9,566963E-1	2,914611E-1	-2,627862E-1	-5,180681E-1	-8,718016E-2	-1,268299E-1
2,803898E-1	1,281857E-4	-9,593904E-1	2,912823E-1	-2,628458E-1	-5,180801E-1	-8,734705E-2	-1,271995E-1
2,803421E-1	2,116323E-4	-9,597242E-1	2,914134E-1	-2,629292E-1	-5,178893E-1	-8,764508E-2	-1,271876E-1
2,804255E-1	3,785253E-4	-9,611786E-1	2,914611E-1	-2,632511E-1	-5,179132E-1	-8,750203E-2	-1,273068E-1
2,802109E-1	3,546834E-4	-9,676159E-1	2,909724E-1	-2,634418E-1	-5,181277E-1	-8,734705E-2	-1,273902E-1
2,796149E-1	5,666018E-5	-9,799540E-1	2,895895E-1	-2,639187E-1	-5,184973E-1	-8,766892E-2	-1,276167E-1
2,789712E-1	-3,963351E-4	-9,959877E-1	2,883378E-1	-2,646339E-1	-5,188192E-1	-8,827689E-2	-1,284869E-1
2,782202E-1	-7,778049E-4	-1,016051E+0	2,869908E-1	-2,650750E-1	-5,192483E-1	-8,882525E-2	-1,292141E-1
2,774215E-1	-1,171196E-3	-1,037675E+0	2,855245E-1	-2,655757E-1	-5,198324E-1	-8,951666E-2	-1,297386E-1
2,766347E-1	-1,528823E-3	-1,058918E+0	2,843682E-1	-2,659333E-1	-5,204046E-1	-9,019616E-2	-1,301916E-1
2,756452E-1	-1,898372E-3	-1,077837E+0	2,834503E-1	-2,664102E-1	-5,208338E-1	-9,058955E-2	-1,307757E-1
2,748108E-1	-2,339447E-3	-1,091725E+0	2,828423E-1	-2,668632E-1	-5,212749E-1	-9,099486E-2	-1,312049E-1
2,746558E-1	-2,375209E-3	-1,102906E+0	2,821628E-1	-2,672565E-1	-5,214775E-1	-9,150746E-2	-1,313837E-1
2,742266E-1	-2,339447E-3	-1,106542E+0	2,821509E-1	-2,671016E-1	-5,216444E-1	-9,161475E-2	-1,315148E-1
2,739763E-1	-2,470577E-3	-1,105601E+0	2,823178E-1	-2,670420E-1	-5,217159E-1	-9,159091E-2	-1,315864E-1
2,740359E-1	-2,291763E-3	-1,110274E+0	2,821390E-1	-2,671612E-1	-5,216921E-1	-9,160283E-2	-1,315506E-1
2,739048E-1	-2,458656E-3	-1,113218E+0	2,821986E-1	-2,669466E-1	-5,217159E-1	-9,156706E-2	-1,316817E-1
2,735948E-1	-2,494419E-3	-1,119357E+0	2,819244E-1	-2,672089E-1	-5,218948E-1	-9,159091E-2	-1,317533E-1
2,731776E-1	-2,637470E-3	-1,128942E+0	2,810780E-1	-2,676261E-1	-5,221213E-1	-9,186509E-2	-1,322063E-1
2,726531E-1	-2,971256E-3	-1,143080E+0	2,802078E-1	-2,680195E-1	-5,224789E-1	-9,261611E-2	-1,327069E-1
