channel names:							
001_-290_290_50 3 - Brücke (V/V) - R0__PXI1Slot2_ai0	001_-290_290_50 3 - Brücke (V/V) - R1__PXI1Slot2_ai1	001_-290_290_50 3 - Brücke (V/V) - R2__PXI1Slot2_ai2	001_-290_290_50 3 - Brücke (V/V) - R3__PXI1Slot2_ai3	001_-290_290_50 3 - Brücke (V/V) - R4__PXI1Slot2_ai4	001_-290_290_50 3 - Brücke (V/V) - R5__PXI1Slot2_ai5	001_-290_290_50 3 - Brücke (V/V) - R6__PXI1Slot2_ai6	001_-290_290_50 3 - Brücke (V/V) - R7__PXI1Slot2_ai7
start times:							
23.05.2024 13:35:43,229154	23.05.2024 13:35:43,229154	23.05.2024 13:35:43,229154	23.05.2024 13:35:43,229154	23.05.2024 13:35:43,229154	23.05.2024 13:35:43,229154	23.05.2024 13:35:43,229154	23.05.2024 13:35:43,229154
dt:							
0,020000							
data:							
2,717948E-1	-3,185833E-3	-1,159650E+0	2,794567E-1	-2,684725E-1	-5,229796E-1	-9,321215E-2	-1,333507E-1
2,712226E-1	-3,662670E-3	-1,177007E+0	2,786461E-1	-2,693546E-1	-5,234206E-1	-9,367707E-2	-1,339944E-1
2,705908E-1	-3,972614E-3	-1,195973E+0	2,776567E-1	-2,702964E-1	-5,238259E-1	-9,410622E-2	-1,344593E-1
2,698755E-1	-4,199111E-3	-1,211578E+0	2,772037E-1	-2,708924E-1	-5,243862E-1	-9,480956E-2	-1,354726E-1
2,693391E-1	-4,354084E-3	-1,226360E+0	2,766196E-1	-2,718580E-1	-5,247558E-1	-9,550097E-2	-1,361163E-1
2,688026E-1	-4,640186E-3	-1,243550E+0	2,759162E-1	-2,726925E-1	-5,250776E-1	-9,584668E-2	-1,367720E-1
2,681350E-1	-4,997814E-3	-1,260644E+0	2,755228E-1	-2,735031E-1	-5,255426E-1	-9,610894E-2	-1,377018E-1
2,677536E-1	-5,117023E-3	-1,273853E+0	2,751294E-1	-2,743257E-1	-5,258644E-1	-9,639504E-2	-1,383098E-1
2,674913E-1	-5,140865E-3	-1,281542E+0	2,750102E-1	-2,746475E-1	-5,259598E-1	-9,663346E-2	-1,385720E-1
2,671098E-1	-5,343521E-3	-1,288825E+0	2,749506E-1	-2,750051E-1	-5,261028E-1	-9,685996E-2	-1,388581E-1
2,668953E-1	-5,355442E-3	-1,295108E+0	2,750222E-1	-2,753151E-1	-5,263055E-1	-9,699109E-2	-1,392396E-1
2,665376E-1	-5,498493E-3	-1,301533E+0	2,747122E-1	-2,757085E-1	-5,264009E-1	-9,719374E-2	-1,395257E-1
2,661204E-1	-5,522335E-3	-1,310247E+0	2,741519E-1	-2,762211E-1	-5,265916E-1	-9,738448E-2	-1,399429E-1
2,658462E-1	-5,736911E-3	-1,320678E+0	2,736393E-1	-2,770436E-1	-5,269254E-1	-9,780171E-2	-1,404555E-1
2,651906E-1	-5,975330E-3	-1,330882E+0	2,732340E-1	-2,775920E-1	-5,271042E-1	-9,819510E-2	-1,408847E-1
2,646780E-1	-5,951488E-3	-1,338941E+0	2,728883E-1	-2,778900E-1	-5,274141E-1	-9,818318E-2	-1,415761E-1
2,646422E-1	-6,011093E-3	-1,348263E+0	2,726261E-1	-2,784145E-1	-5,274857E-1	-9,842160E-2	-1,419218E-1
2,643084E-1	-6,058776E-3	-1,354367E+0	2,724115E-1	-2,787602E-1	-5,275572E-1	-9,836199E-2	-1,422198E-1
2,637005E-1	-6,201828E-3	-1,361352E+0	2,722446E-1	-2,790702E-1	-5,278314E-1	-9,857657E-2	-1,428517E-1
2,634144E-1	-6,130302E-3	-1,369721E+0	2,719585E-1	-2,797020E-1	-5,280340E-1	-9,905341E-2	-1,433404E-1
2,627825E-1	-6,344879E-3	-1,379079E+0	2,716724E-1	-2,801311E-1	-5,282486E-1	-9,942296E-2	-1,437696E-1
2,622580E-1	-6,607139E-3	-1,388878E+0	2,714578E-1	-2,809060E-1	-5,284632E-1	-9,964945E-2	-1,445563E-1
2,620554E-1	-6,714427E-3	-1,399821E+0	2,710525E-1	-2,814901E-1	-5,287374E-1	-9,985211E-2	-1,454504E-1
2,616262E-1	-6,869400E-3	-1,410609E+0	2,707068E-1	-2,820266E-1	-5,289996E-1	-1,000905E-1	-1,459511E-1
2,609586E-1	-7,083976E-3	-1,413912E+0	2,704803E-1	-2,825749E-1	-5,292738E-1	-1,005316E-1	-1,466067E-1
2,604937E-1	-7,191265E-3	-1,420313E+0	2,702657E-1	-2,829445E-1	-5,295957E-1	-1,010084E-1	-1,471789E-1
2,603507E-1	-7,143581E-3	-1,428181E+0	2,703015E-1	-2,834690E-1	-5,295838E-1	-1,010084E-1	-1,474531E-1
2,599334E-1	-7,298553E-3	-1,435119E+0	2,700631E-1	-2,838147E-1	-5,297626E-1	-1,013303E-1	-1,477750E-1
2,592063E-1	-7,560813E-3	-1,442021E+0	2,699200E-1	-2,844823E-1	-5,300010E-1	-1,017714E-1	-1,484068E-1
2,586341E-1	-7,620418E-3	-1,452214E+0	2,692882E-1	-2,850903E-1	-5,304778E-1	-1,019144E-1	-1,490863E-1
2,581572E-1	-7,715786E-3	-1,462811E+0	2,690140E-1	-2,857817E-1	-5,307639E-1	-1,022601E-1	-1,492770E-1
2,575373E-1	-7,906520E-3	-1,469964E+0	2,685014E-1	-2,863062E-1	-5,309189E-1	-1,027727E-1	-1,497419E-1
2,572155E-1	-8,013809E-3	-1,473564E+0	2,682272E-1	-2,866638E-1	-5,310262E-1	-1,028919E-1	-1,500400E-1
2,570367E-1	-8,073413E-3	-1,472527E+0	2,682511E-1	-2,866042E-1	-5,310619E-1	-1,027608E-1	-1,499804E-1
2,570367E-1	-8,121097E-3	-1,470763E+0	2,680603E-1	-2,866757E-1	-5,309666E-1	-1,029873E-1	-1,499327E-1
2,566433E-1	-8,287990E-3	-1,475924E+0	2,678815E-1	-2,872241E-1	-5,311931E-1	-1,031900E-1	-1,501949E-1
2,561903E-1	-8,574092E-3	-1,483649E+0	2,676193E-1	-2,876294E-1	-5,314077E-1	-1,034045E-1	-1,505526E-1
2,558565E-1	-8,740985E-3	-1,488119E+0	2,675001E-1	-2,881301E-1	-5,315745E-1	-1,036430E-1	-1,507671E-1
2,556300E-1	-8,776748E-3	-1,493341E+0	2,675597E-1	-2,884877E-1	-5,316222E-1	-1,034761E-1	-1,510294E-1
2,554273E-1	-8,907878E-3	-1,497155E+0	2,672855E-1	-2,885235E-1	-5,317414E-1	-1,034761E-1	-1,511129E-1
2,551889E-1	-8,931720E-3	-1,496428E+0	2,673451E-1	-2,885354E-1	-5,317653E-1	-1,035238E-1	-1,511605E-1
2,552247E-1	-8,991325E-3	-1,496381E+0	2,674762E-1	-2,883208E-1	-5,318368E-1	-1,036072E-1	-1,511605E-1
2,553439E-1	-9,050930E-3	-1,497823E+0	2,677385E-1	-2,884758E-1	-5,318726E-1	-1,038456E-1	-1,511725E-1
2,550578E-1	-9,146297E-3	-1,502150E+0	2,677146E-1	-2,889288E-1	-5,320514E-1	-1,038933E-1	-1,512917E-1
2,547836E-1	-9,408557E-3	-1,508421E+0	2,675597E-1	-2,892387E-1	-5,321825E-1	-1,038218E-1	-1,516612E-1
2,546882E-1	-9,408557E-3	-1,509744E+0	2,677146E-1	-2,892983E-1	-5,321587E-1	-1,037026E-1	-1,515897E-1
2,548551E-1	-9,360874E-3	-1,505250E+0	2,681795E-1	-2,886665E-1	-5,319322E-1	-1,040006E-1	-1,511248E-1
2,552128E-1	-9,170139E-3	-1,504165E+0	2,685610E-1	-2,885473E-1	-5,318964E-1	-1,037622E-1	-1,509579E-1
2,549147E-1	-9,182060E-3	-1,508230E+0	2,683107E-1	-2,888811E-1	-5,318487E-1	-1,036906E-1	-1,510771E-1
2,546525E-1	-9,253585E-3	-1,510781E+0	2,682392E-1	-2,892030E-1	-5,319799E-1	-1,039410E-1	-1,516731E-1
2,545333E-1	-9,182060E-3	-1,514798E+0	2,681795E-1	-2,897633E-1	-5,320991E-1	-1,037145E-1	-1,523288E-1
2,545452E-1	-8,991325E-3	-1,518148E+0	2,680603E-1	-2,898109E-1	-5,319918E-1	-1,038933E-1	-1,517685E-1
2,545213E-1	-8,824432E-3	-1,518720E+0	2,681676E-1	-2,899063E-1	-5,319799E-1	-1,040364E-1	-1,514824E-1
2,544141E-1	-8,717144E-3	-1,519054E+0	2,683107E-1	-2,900136E-1	-5,320633E-1	-1,040721E-1	-1,515301E-1
2,544498E-1	-8,514488E-3	-1,519686E+0	2,682749E-1	-2,902282E-1	-5,318845E-1	-1,041436E-1	-1,517089E-1
2,544975E-1	-8,454883E-3	-1,520544E+0	2,682630E-1	-2,904070E-1	-5,317891E-1	-1,042867E-1	-1,522215E-1
2,545571E-1	-8,407199E-3	-1,521677E+0	2,683822E-1	-2,905620E-1	-5,317414E-1	-1,040721E-1	-1,521500E-1
2,544141E-1	-8,299911E-3	-1,523882E+0	2,681557E-1	-2,908838E-1	-5,317891E-1	-1,042629E-1	-1,518400E-1
2,542472E-1	-8,144939E-3	-1,523417E+0	2,681438E-1	-2,910626E-1	-5,319441E-1	-1,050020E-1	-1,518639E-1
2,542948E-1	-7,942283E-3	-1,520604E+0	2,682511E-1	-2,909792E-1	-5,317891E-1	-1,046801E-1	-1,517208E-1
2,547002E-1	-7,727706E-3	-1,515943E+0	2,686325E-1	-2,906812E-1	-5,315984E-1	-1,043225E-1	-1,516731E-1
2,549505E-1	-7,560813E-3	-1,511365E+0	2,688233E-1	-2,905858E-1	-5,314673E-1	-1,043344E-1	-1,517566E-1
2,547121E-1	-7,584655E-3	-1,512712E+0	2,686564E-1	-2,908123E-1	-5,315269E-1	-1,045966E-1	-1,517447E-1
2,543902E-1	-7,691944E-3	-1,518160E+0	2,685610E-1	-2,913249E-1	-5,317653E-1	-1,046205E-1	-1,517327E-1
2,539730E-1	-7,799232E-3	-1,525408E+0	2,683464E-1	-2,918733E-1	-5,318964E-1	-1,048827E-1	-1,519354E-1
2,537226E-1	-8,049572E-3	-1,532394E+0	2,682392E-1	-2,923501E-1	-5,320991E-1	-1,050854E-1	-1,521738E-1
2,536630E-1	-7,989967E-3	-1,536232E+0	2,683584E-1	-2,925289E-1	-5,320514E-1	-1,047635E-1	-1,523646E-1
2,536034E-1	-7,906520E-3	-1,538044E+0	2,683703E-1	-2,928269E-1	-5,321587E-1	-1,050258E-1	-1,525672E-1
2,533769E-1	-8,037651E-3	-1,542503E+0	2,683584E-1	-2,929223E-1	-5,323136E-1	-1,051092E-1	-1,526030E-1
2,531743E-1	-8,180702E-3	-1,547498E+0	2,683345E-1	-2,931846E-1	-5,324686E-1	-1,051331E-1	-1,526507E-1
2,532100E-1	-8,395278E-3	-1,549894E+0	2,682272E-1	-2,934111E-1	-5,324686E-1	-1,052523E-1	-1,526507E-1
2,530193E-1	-8,407199E-3	-1,553553E+0	2,683941E-1	-2,937091E-1	-5,325878E-1	-1,052761E-1	-1,527818E-1
2,528286E-1	-8,419120E-3	-1,557034E+0	2,683345E-1	-2,937091E-1	-5,326951E-1	-1,053834E-1	-1,530917E-1
2,528763E-1	-8,299911E-3	-1,557451E+0	2,684657E-1	-2,938641E-1	-5,327070E-1	-1,057530E-1	-1,529844E-1
2,527690E-1	-8,216465E-3	-1,558477E+0	2,685253E-1	-2,937806E-1	-5,326594E-1	-1,056338E-1	-1,530202E-1
2,527094E-1	-8,311832E-3	-1,561278E+0	2,684299E-1	-2,939833E-1	-5,326117E-1	-1,055622E-1	-1,529725E-1
2,525186E-1	-8,407199E-3	-1,562613E+0	2,681795E-1	-2,943528E-1	-5,327666E-1	-1,056934E-1	-1,530917E-1
2,524471E-1	-8,454883E-3	-1,563483E+0	2,682392E-1	-2,944959E-1	-5,327905E-1	-1,056576E-1	-1,533421E-1
2,523160E-1	-8,431041E-3	-1,565176E+0	2,681080E-1	-2,945793E-1	-5,328382E-1	-1,056814E-1	-1,536282E-1
2,523398E-1	-8,514488E-3	-1,568633E+0	2,681080E-1	-2,949608E-1	-5,328858E-1	-1,059675E-1	-1,535924E-1
2,521252E-1	-8,621776E-3	-1,574212E+0	2,678934E-1	-2,953542E-1	-5,329455E-1	-1,058841E-1	-1,535447E-1
2,518630E-1	-8,645618E-3	-1,577145E+0	2,677981E-1	-2,955449E-1	-5,330408E-1	-1,057410E-1	-1,536997E-1
2,519583E-1	-8,609855E-3	-1,574093E+0	2,677385E-1	-2,955211E-1	-5,329931E-1	-1,056814E-1	-1,538070E-1
2,522444E-1	-8,371437E-3	-1,570529E+0	2,679173E-1	-2,952469E-1	-5,328858E-1	-1,059079E-1	-1,536043E-1
2,522564E-1	-8,299911E-3	-1,570541E+0	2,680007E-1	-2,953661E-1	-5,327547E-1	-1,059079E-1	-1,536997E-1
2,520537E-1	-8,442962E-3	-1,573092E+0	2,677862E-1	-2,958191E-1	-5,329216E-1	-1,060391E-1	-1,538547E-1
2,517080E-1	-8,717144E-3	-1,579314E+0	2,675358E-1	-2,964271E-1	-5,331004E-1	-1,061940E-1	-1,540216E-1
2,514577E-1	-8,824432E-3	-1,584333E+0	2,674285E-1	-2,966893E-1	-5,332316E-1	-1,061464E-1	-1,541646E-1
2,516603E-1	-8,657539E-3	-1,584512E+0	2,673808E-1	-2,967847E-1	-5,332554E-1	-1,063609E-1	-1,541050E-1
2,516961E-1	-8,705223E-3	-1,583451E+0	2,672497E-1	-2,964986E-1	-5,331839E-1	-1,064205E-1	-1,540573E-1
2,516365E-1	-8,764827E-3	-1,583940E+0	2,675120E-1	-2,964986E-1	-5,332077E-1	-1,065040E-1	-1,541169E-1
2,516722E-1	-8,800590E-3	-1,584774E+0	2,677027E-1	-2,965105E-1	-5,331720E-1	-1,064444E-1	-1,542123E-1
2,517557E-1	-8,740985E-3	-1,586646E+0	2,677623E-1	-2,966774E-1	-5,332912E-1	-1,063848E-1	-1,541050E-1
2,515411E-1	-8,812511E-3	-1,589090E+0	2,677266E-1	-2,967966E-1	-5,332673E-1	-1,062536E-1	-1,541527E-1
2,514934E-1	-8,872116E-3	-1,590556E+0	2,678577E-1	-2,971304E-1	-5,333150E-1	-1,065398E-1	-1,542361E-1
2,514219E-1	-8,872116E-3	-1,592296E+0	2,678815E-1	-2,973211E-1	-5,334461E-1	-1,066470E-1	-1,542719E-1
2,512669E-1	-8,824432E-3	-1,593381E+0	2,677862E-1	-2,972973E-1	-5,333984E-1	-1,066828E-1	-1,544507E-1
2,512669E-1	-8,764827E-3	-1,591653E+0	2,677742E-1	-2,971781E-1	-5,334104E-1	-1,067066E-1	-1,545580E-1
2,514457E-1	-8,824432E-3	-1,588649E+0	2,679411E-1	-2,969635E-1	-5,333746E-1	-1,065159E-1	-1,543911E-1
2,516246E-1	-8,764827E-3	-1,584750E+0	2,681080E-1	-2,965940E-1	-5,331958E-1	-1,062656E-1	-1,539977E-1
2,517438E-1	-8,752906E-3	-1,581067E+0	2,683703E-1	-2,963198E-1	-5,330647E-1	-1,062417E-1	-1,538785E-1
2,516007E-1	-8,740985E-3	-1,582187E+0	2,683584E-1	-2,964747E-1	-5,330170E-1	-1,061464E-1	-1,539500E-1
2,514577E-1	-8,919799E-3	-1,587075E+0	2,681557E-1	-2,970350E-1	-5,331958E-1	-1,061821E-1	-1,541408E-1
2,512431E-1	-9,027088E-3	-1,590544E+0	2,680007E-1	-2,974284E-1	-5,332435E-1	-1,064205E-1	-1,543911E-1
2,510881E-1	-9,015167E-3	-1,590961E+0	2,678696E-1	-2,974284E-1	-5,334104E-1	-1,064325E-1	-1,543911E-1
2,512073E-1	-9,074771E-3	-1,589376E+0	2,680961E-1	-2,973092E-1	-5,333627E-1	-1,064086E-1	-1,542004E-1
2,512789E-1	-8,967483E-3	-1,587182E+0	2,682153E-1	-2,971542E-1	-5,332673E-1	-1,061821E-1	-1,541527E-1
2,514219E-1	-8,943641E-3	-1,586360E+0	2,684180E-1	-2,970827E-1	-5,332673E-1	-1,062775E-1	-1,542242E-1
2,513981E-1	-8,955562E-3	-1,586026E+0	2,685253E-1	-2,971185E-1	-5,331958E-1	-1,062894E-1	-1,543792E-1
2,513265E-1	-8,895957E-3	-1,586169E+0	2,685729E-1	-2,970708E-1	-5,331958E-1	-1,064205E-1	-1,542600E-1
2,512192E-1	-8,907878E-3	-1,588243E+0	2,686445E-1	-2,973092E-1	-5,332435E-1	-1,066113E-1	-1,540216E-1
2,511358E-1	-8,979404E-3	-1,590937E+0	2,683941E-1	-2,976430E-1	-5,333746E-1	-1,066351E-1	-1,541885E-1
2,510047E-1	-8,979404E-3	-1,592094E+0	2,682034E-1	-2,978337E-1	-5,333984E-1	-1,068855E-1	-1,543911E-1
2,510404E-1	-9,003246E-3	-1,591557E+0	2,683107E-1	-2,979172E-1	-5,333984E-1	-1,066470E-1	-1,544626E-1
2,513861E-1	-8,967483E-3	-1,588446E+0	2,685968E-1	-2,974999E-1	-5,332077E-1	-1,064682E-1	-1,542361E-1
2,516484E-1	-8,907878E-3	-1,584238E+0	2,689663E-1	-2,969993E-1	-5,330408E-1	-1,060152E-1	-1,538189E-1
2,516842E-1	-8,788669E-3	-1,582330E+0	2,691094E-1	-2,969039E-1	-5,329097E-1	-1,058960E-1	-1,536401E-1
2,515769E-1	-8,824432E-3	-1,584178E+0	2,690140E-1	-2,972138E-1	-5,329455E-1	-1,059675E-1	-1,536759E-1
2,513742E-1	-8,824432E-3	-1,586562E+0	2,688352E-1	-2,975119E-1	-5,332077E-1	-1,062417E-1	-1,539381E-1
2,513027E-1	-8,895957E-3	-1,588529E+0	2,688233E-1	-2,977860E-1	-5,332554E-1	-1,066113E-1	-1,541169E-1
2,513742E-1	-8,740985E-3	-1,588815E+0	2,687994E-1	-2,977145E-1	-5,331720E-1	-1,064921E-1	-1,540931E-1
2,514934E-1	-8,681381E-3	-1,586658E+0	2,689186E-1	-2,975357E-1	-5,329455E-1	-1,064325E-1	-1,540096E-1
2,516246E-1	-8,693302E-3	-1,584047E+0	2,690617E-1	-2,973569E-1	-5,329931E-1	-1,061821E-1	-1,538904E-1
2,517557E-1	-8,717144E-3	-1,582176E+0	2,692047E-1	-2,972496E-1	-5,328382E-1	-1,062894E-1	-1,537116E-1
2,518272E-1	-8,538330E-3	-1,580399E+0	2,693955E-1	-2,972377E-1	-5,327547E-1	-1,062536E-1	-1,537474E-1
2,518749E-1	-8,490646E-3	-1,580030E+0	2,694908E-1	-2,970469E-1	-5,326951E-1	-1,060152E-1	-1,538189E-1
2,518987E-1	-8,431041E-3	-1,581794E+0	2,695862E-1	-2,973330E-1	-5,327547E-1	-1,059795E-1	-1,537831E-1
2,518511E-1	-8,431041E-3	-1,583833E+0	2,695385E-1	-2,976192E-1	-5,326951E-1	-1,059914E-1	-1,537355E-1
2,517915E-1	-8,407199E-3	-1,585382E+0	2,694312E-1	-2,976788E-1	-5,328262E-1	-1,061583E-1	-1,537593E-1
2,517438E-1	-8,502567E-3	-1,585335E+0	2,695266E-1	-2,977741E-1	-5,329216E-1	-1,060391E-1	-1,538070E-1
2,518511E-1	-8,514488E-3	-1,582497E+0	2,696339E-1	-2,975715E-1	-5,327905E-1	-1,060152E-1	-1,537712E-1
2,519941E-1	-8,311832E-3	-1,579636E+0	2,698246E-1	-2,973569E-1	-5,326355E-1	-1,060033E-1	-1,536282E-1
2,520656E-1	-8,228385E-3	-1,579171E+0	2,699319E-1	-2,971304E-1	-5,325759E-1	-1,056338E-1	-1,534613E-1
2,520537E-1	-8,216465E-3	-1,582176E+0	2,700154E-1	-2,973807E-1	-5,326236E-1	-1,058960E-1	-1,533898E-1
2,517795E-1	-8,252227E-3	-1,587135E+0	2,697889E-1	-2,979768E-1	-5,326951E-1	-1,058603E-1	-1,537474E-1
2,514815E-1	-8,407199E-3	-1,591665E+0	2,694789E-1	-2,985609E-1	-5,329335E-1	-1,061344E-1	-1,540573E-1
2,512312E-1	-8,478725E-3	-1,593190E+0	2,693359E-1	-2,987278E-1	-5,330051E-1	-1,062298E-1	-1,541408E-1
2,514696E-1	-8,311832E-3	-1,590282E+0	2,694789E-1	-2,986682E-1	-5,330527E-1	-1,059199E-1	-1,541408E-1
2,515888E-1	-8,287990E-3	-1,586241E+0	2,697054E-1	-2,982867E-1	-5,329335E-1	-1,059318E-1	-1,539381E-1
2,517915E-1	-8,240306E-3	-1,584154E+0	2,697293E-1	-2,980483E-1	-5,328024E-1	-1,057172E-1	-1,537593E-1
2,517080E-1	-8,240306E-3	-1,585275E+0	2,696697E-1	-2,980960E-1	-5,327428E-1	-1,056814E-1	-1,537712E-1
2,515173E-1	-8,240306E-3	-1,588136E+0	2,695981E-1	-2,984655E-1	-5,328739E-1	-1,058603E-1	-1,538666E-1
2,513742E-1	-8,240306E-3	-1,590306E+0	2,695505E-1	-2,987159E-1	-5,329335E-1	-1,061344E-1	-1,540454E-1
2,514219E-1	-8,240306E-3	-1,589948E+0	2,695385E-1	-2,987159E-1	-5,328501E-1	-1,061940E-1	-1,541646E-1
2,515411E-1	-8,037651E-3	-1,587707E+0	2,697173E-1	-2,986324E-1	-5,327786E-1	-1,061702E-1	-1,540335E-1
2,516246E-1	-8,025730E-3	-1,585788E+0	2,697650E-1	-2,983582E-1	-5,327309E-1	-1,060987E-1	-1,539500E-1
2,516842E-1	-8,025730E-3	-1,586193E+0	2,697173E-1	-2,984655E-1	-5,327190E-1	-1,060748E-1	-1,539381E-1
2,516126E-1	-8,097255E-3	-1,587361E+0	2,695624E-1	-2,986086E-1	-5,328024E-1	-1,060510E-1	-1,542004E-1
2,515411E-1	-8,180702E-3	-1,588815E+0	2,696220E-1	-2,988232E-1	-5,328382E-1	-1,061106E-1	-1,542361E-1
2,515530E-1	-8,085334E-3	-1,589459E+0	2,695743E-1	-2,987397E-1	-5,327070E-1	-1,063609E-1	-1,541169E-1
2,515769E-1	-7,989967E-3	-1,588184E+0	2,695981E-1	-2,987278E-1	-5,325878E-1	-1,062894E-1	-1,540454E-1
2,516603E-1	-7,989967E-3	-1,585609E+0	2,696816E-1	-2,985132E-1	-5,326236E-1	-1,061106E-1	-1,539620E-1
2,517676E-1	-7,930362E-3	-1,584405E+0	2,697173E-1	-2,983582E-1	-5,326236E-1	-1,060868E-1	-1,538666E-1
2,516484E-1	-7,906520E-3	-1,585132E+0	2,697173E-1	-2,985728E-1	-5,325878E-1	-1,062060E-1	-1,540692E-1
2,515650E-1	-8,025730E-3	-1,587528E+0	2,696339E-1	-2,987516E-1	-5,326832E-1	-1,062656E-1	-1,541527E-1
2,514338E-1	-8,001888E-3	-1,590747E+0	2,695385E-1	-2,992166E-1	-5,327786E-1	-1,061106E-1	-1,543434E-1
2,512789E-1	-8,085334E-3	-1,593262E+0	2,695385E-1	-2,993834E-1	-5,328739E-1	-1,062417E-1	-1,543673E-1
2,512312E-1	-8,121097E-3	-1,593524E+0	2,695147E-1	-2,994192E-1	-5,328739E-1	-1,065636E-1	-1,544388E-1
2,513265E-1	-7,966125E-3	-1,591581E+0	2,696458E-1	-2,992881E-1	-5,327547E-1	-1,065040E-1	-1,544507E-1
2,513861E-1	-8,097255E-3	-1,588660E+0	2,697770E-1	-2,988112E-1	-5,326236E-1	-1,062656E-1	-1,542838E-1
2,515888E-1	-8,061492E-3	-1,586634E+0	2,698723E-1	-2,986682E-1	-5,326117E-1	-1,061344E-1	-1,543077E-1
2,515650E-1	-8,180702E-3	-1,586956E+0	2,699319E-1	-2,988351E-1	-5,326474E-1	-1,060987E-1	-1,542838E-1
2,513623E-1	-8,156860E-3	-1,589412E+0	2,699677E-1	-2,991450E-1	-5,327190E-1	-1,063848E-1	-1,542361E-1
2,513027E-1	-7,989967E-3	-1,592404E+0	2,697889E-1	-2,992881E-1	-5,326117E-1	-1,064563E-1	-1,543077E-1
2,512431E-1	-8,085334E-3	-1,594359E+0	2,696458E-1	-2,996815E-1	-5,327547E-1	-1,064921E-1	-1,544030E-1
2,510285E-1	-7,978046E-3	-1,593786E+0	2,696935E-1	-2,997649E-1	-5,328262E-1	-1,063729E-1	-1,544984E-1
2,511120E-1	-7,942283E-3	-1,591438E+0	2,697650E-1	-2,996576E-1	-5,328024E-1	-1,062894E-1	-1,544626E-1
2,513385E-1	-7,918441E-3	-1,589948E+0	2,698604E-1	-2,996576E-1	-5,326951E-1	-1,063371E-1	-1,542719E-1
2,513504E-1	-7,978046E-3	-1,590306E+0	2,700034E-1	-2,997888E-1	-5,326355E-1	-1,063729E-1	-1,542719E-1
2,512073E-1	-8,133018E-3	-1,591760E+0	2,698008E-1	-2,998841E-1	-5,327666E-1	-1,063490E-1	-1,546176E-1
2,510404E-1	-8,073413E-3	-1,593441E+0	2,696101E-1	-3,000033E-1	-5,328739E-1	-1,065278E-1	-1,547726E-1
2,510762E-1	-7,858837E-3	-1,594335E+0	2,696339E-1	-3,001345E-1	-5,328501E-1	-1,065398E-1	-1,547249E-1
2,511358E-1	-7,870758E-3	-1,593632E+0	2,695147E-1	-3,000153E-1	-5,326951E-1	-1,065278E-1	-1,546534E-1
2,512073E-1	-7,715786E-3	-1,591557E+0	2,696816E-1	-3,000510E-1	-5,327666E-1	-1,062894E-1	-1,546414E-1
2,512192E-1	-7,775390E-3	-1,589626E+0	2,695743E-1	-2,999437E-1	-5,327666E-1	-1,062298E-1	-1,546772E-1
2,511835E-1	-7,811153E-3	-1,588279E+0	2,695266E-1	-2,999557E-1	-5,329216E-1	-1,066351E-1	-1,547130E-1
2,511477E-1	-7,703865E-3	-1,589018E+0	2,696935E-1	-3,000153E-1	-5,328739E-1	-1,065636E-1	-1,548203E-1
2,510762E-1	-7,644260E-3	-1,591235E+0	2,696220E-1	-3,001464E-1	-5,327070E-1	-1,064325E-1	-1,548203E-1
2,509093E-1	-7,739627E-3	-1,592737E+0	2,695981E-1	-3,004921E-1	-5,328858E-1	-1,064801E-1	-1,548918E-1
2,507663E-1	-7,703865E-3	-1,591295E+0	2,695147E-1	-3,005159E-1	-5,329812E-1	-1,063609E-1	-1,549156E-1
2,509212E-1	-7,680023E-3	-1,587433E+0	2,697054E-1	-3,002179E-1	-5,330170E-1	-1,061583E-1	-1,547249E-1
2,511716E-1	-7,632339E-3	-1,582867E+0	2,699438E-1	-2,997649E-1	-5,327905E-1	-1,062536E-1	-1,546295E-1
2,512192E-1	-7,525051E-3	-1,579851E+0	2,700034E-1	-2,995027E-1	-5,326355E-1	-1,061225E-1	-1,546653E-1
2,510047E-1	-7,668102E-3	-1,582652E+0	2,700392E-1	-2,997172E-1	-5,327070E-1	-1,060629E-1	-1,548203E-1
2,506947E-1	-7,680023E-3	-1,586038E+0	2,697054E-1	-3,002298E-1	-5,328620E-1	-1,061464E-1	-1,549037E-1
2,506709E-1	-7,727706E-3	-1,584774E+0	2,699081E-1	-3,002060E-1	-5,328501E-1	-1,062775E-1	-1,547964E-1
2,508616E-1	-7,596576E-3	-1,579601E+0	2,700392E-1	-2,997411E-1	-5,327547E-1	-1,062179E-1	-1,546295E-1
2,509689E-1	-7,536972E-3	-1,576859E+0	2,700869E-1	-2,995027E-1	-5,326594E-1	-1,061821E-1	-1,546057E-1
2,506828E-1	-7,811153E-3	-1,579565E+0	2,698842E-1	-2,999795E-1	-5,327309E-1	-1,063729E-1	-1,548679E-1
2,501225E-1	-7,954204E-3	-1,587051E+0	2,694789E-1	-3,009689E-1	-5,330408E-1	-1,067066E-1	-1,554640E-1
2,497887E-1	-8,001888E-3	-1,593679E+0	2,691809E-1	-3,016365E-1	-5,332554E-1	-1,069212E-1	-1,556309E-1
2,498960E-1	-8,085334E-3	-1,588529E+0	2,691928E-1	-3,011954E-1	-5,331600E-1	-1,069570E-1	-1,553805E-1
2,505755E-1	-7,715786E-3	-1,573247E+0	2,696935E-1	-2,998722E-1	-5,327905E-1	-1,066113E-1	-1,547011E-1
