channel names:							
033_290_174_50 - Brücke (V/V) - R0__PXI1Slot2_ai0	033_290_174_50 - Brücke (V/V) - R1__PXI1Slot2_ai1	033_290_174_50 - Brücke (V/V) - R2__PXI1Slot2_ai2	033_290_174_50 - Brücke (V/V) - R3__PXI1Slot2_ai3	033_290_174_50 - Brücke (V/V) - R4__PXI1Slot2_ai4	033_290_174_50 - Brücke (V/V) - R5__PXI1Slot2_ai5	033_290_174_50 - Brücke (V/V) - R6__PXI1Slot2_ai6	033_290_174_50 - Brücke (V/V) - R7__PXI1Slot2_ai7
start times:							
23.05.2024 15:28:50,495363	23.05.2024 15:28:50,495363	23.05.2024 15:28:50,495363	23.05.2024 15:28:50,495363	23.05.2024 15:28:50,495363	23.05.2024 15:28:50,495363	23.05.2024 15:28:50,495363	23.05.2024 15:28:50,495363
dt:							
0,020000							
data:							
2,976393E-1	4,805032E-2	-7,251322E-1	2,338711E-1	-5,286348E-1	-4,321421E-1	3,277158E-1	-1,829179E-1
2,977586E-1	4,815761E-2	-7,250369E-1	2,339784E-1	-5,285872E-1	-4,321182E-1	3,279781E-1	-1,828941E-1
2,976990E-1	4,808608E-2	-7,250726E-1	2,340142E-1	-5,284918E-1	-4,321063E-1	3,278231E-1	-1,829775E-1
2,976990E-1	4,812185E-2	-7,250607E-1	2,339546E-1	-5,285275E-1	-4,320229E-1	3,278589E-1	-1,829417E-1
2,975797E-1	4,801456E-2	-7,251322E-1	2,336923E-1	-5,283845E-1	-4,321659E-1	3,278231E-1	-1,830729E-1
2,975797E-1	4,800264E-2	-7,252157E-1	2,334658E-1	-5,283607E-1	-4,322374E-1	3,279185E-1	-1,830609E-1
2,976036E-1	4,797879E-2	-7,251680E-1	2,338234E-1	-5,283130E-1	-4,322374E-1	3,279543E-1	-1,828702E-1
2,977109E-1	4,812185E-2	-7,252395E-1	2,341572E-1	-5,282891E-1	-4,319990E-1	3,279900E-1	-1,829060E-1
