Messwert,X,Y,F,Sensor R1,Sensor R2,Sensor R3,Sensor R4,Sensor R5,Sensor R6,Sensor R7,Sensor R8
1,-290,58,10,3.261375,3.71575,3.26775,3.263125,3.4991250000000003,3.58325,3.306,3.275875
2,-290,58,10,3.17975,2.91375,2.774375,3.114375,3.3455,3.1590000000000003,3.163125,3.2062500000000003
1-2,-290,58,10,0.08162500000000028,0.802,0.4933749999999999,0.14875000000000016,0.15362500000000034,0.4242499999999998,0.14287500000000009,0.06962499999999983
