Messwert,X,Y,F,Sensor R1,Sensor R2,Sensor R3,Sensor R4,Sensor R5,Sensor R6,Sensor R7,Sensor R8
1,-174,-116,10,3.281,3.7355,3.227875,3.296125,3.50925,3.614375,3.3112500000000002,3.287375
2,-174,-116,10,2.8192500000000003,2.92325,2.9465,2.897125,3.3895,3.115875,3.081875,3.090875
1-2,-174,-116,10,0.4617499999999999,0.8122500000000001,0.28137500000000015,0.399,0.11975000000000025,0.49849999999999994,0.2293750000000001,0.1964999999999999
