Messwert,X,Y,F,Sensor R1,Sensor R2,Sensor R3,Sensor R4,Sensor R5,Sensor R6,Sensor R7,Sensor R8
1,232,-174,10,3.2405,3.709,3.198875,3.2960000000000003,3.477375,3.66525,3.321625,3.288625
2,232,-174,10,3.113,3.357,3.081875,3.0595,3.417125,3.249875,2.634625,3.12225
1-2,232,-174,10,0.12749999999999995,0.35199999999999987,0.11699999999999999,0.23650000000000038,0.060249999999999915,0.41537500000000005,0.6869999999999998,0.16637499999999994
