Messwert,X,Y,F,Sensor 1,Sensor 2,Sensor 3,Sensor 4,Sensor 5,Sensor 6,Sensor 7,Sensor 8
1,-290,116,10,3.266875,3.708,3.272625,3.25975,3.50375,3.587875,3.304625,3.2796250000000002
2,-290,116,10,3.135125,3.3445,2.53375,3.1305,3.37675,3.316625,3.200125,3.2022500000000003
1-2,-290,116,10,0.13175000000000026,0.36350000000000016,0.7388750000000002,0.12924999999999986,0.12700000000000022,0.27124999999999977,0.10450000000000026,0.07737499999999997
