Messwert,X,Y,F,Sensor R1,Sensor R2,Sensor R3,Sensor R4,Sensor R5,Sensor R6,Sensor R7,Sensor R8
1,232,0,10,3.259625,3.706875,3.194375,3.2845,3.5020000000000002,3.6435,3.2595,3.273875
2,232,0,10,3.100375,2.89875,3.02925,3.07675,3.5420000000000003,1.8916250000000001,3.23525,3.1430000000000002
1-2,232,0,10,0.1592500000000001,0.808125,0.16512499999999974,0.20774999999999988,-0.040000000000000036,1.7518749999999998,0.024249999999999883,0.13087499999999963
