Messwert,X,Y,F,Sensor R1,Sensor R2,Sensor R3,Sensor R4,Sensor R5,Sensor R6,Sensor R7,Sensor R8
1,0,-290,10,3.25125,3.70725,3.186125,3.3432500000000003,3.505,3.614125,3.3032500000000002,3.295125
2,0,-290,10,3.22575,3.704875,3.024125,2.744625,3.3845,3.5728750000000002,3.2565,2.781875
1-2,0,-290,10,0.025500000000000078,0.002375000000000238,0.16199999999999992,0.5986250000000002,0.12049999999999983,0.04124999999999979,0.04675000000000029,0.5132500000000002
