Messwert,X,Y,F,Sensor R1,Sensor R2,Sensor R3,Sensor R4,Sensor R5,Sensor R6,Sensor R7,Sensor R8
1,290,116,10,3.25375,3.707125,3.186875,3.277875,3.52375,3.598125,3.279375,3.281
2,290,116,10,3.145875,3.271875,3.0765000000000002,3.207375,2.99,3.081375,3.232,3.184625
1-2,290,116,10,0.10787499999999994,0.4352499999999999,0.11037499999999989,0.07050000000000001,0.53375,0.51675,0.04737499999999972,0.0963750000000001
