Messwert,X,Y,F,Sensor R1,Sensor R2,Sensor R3,Sensor R4,Sensor R5,Sensor R6,Sensor R7,Sensor R8
1,232,-290,10,3.2385,3.7075,3.198,3.2880000000000003,3.4745,3.6185,3.30775,3.284625
2,232,-290,10,3.13325,3.5735,3.108625,3.117875,3.476625,3.54175,2.534125,3.150375
1-2,232,-290,10,0.10525000000000029,0.1339999999999999,0.08937499999999998,0.17012500000000008,-0.0021249999999999325,0.0767500000000001,0.773625,0.1342500000000002
