Messwert,X,Y,F,Sensor R1,Sensor R2,Sensor R3,Sensor R4,Sensor R5,Sensor R6,Sensor R7,Sensor R8
1,116,58,10,3.258875,3.70675,3.19,3.324375,3.509625,3.63025,3.299375,3.283
2,116,58,10,3.1321250000000003,2.9202500000000002,3.0420000000000003,2.7345,3.2645,2.5535,3.18125,3.0768750000000002
1-2,116,58,10,0.12674999999999992,0.7864999999999998,0.1479999999999997,0.5898749999999997,0.24512500000000026,1.07675,0.11812500000000004,0.20612499999999967
