Messwert,X,Y,F,Sensor R1,Sensor R2,Sensor R3,Sensor R4,Sensor R5,Sensor R6,Sensor R7,Sensor R8
1,-174,-232,10,3.3165,3.72525,3.2135000000000002,3.29875,3.50975,3.620625,3.3108750000000002,3.291375
2,-174,-232,10,2.716125,3.4375,2.951625,2.9535,3.419,3.36925,3.090375,3.12025
1-2,-174,-232,10,0.6003750000000001,0.28774999999999995,0.2618750000000003,0.34525000000000006,0.09074999999999989,0.2513749999999999,0.22050000000000036,0.17112499999999997
