Messwert,X,Y,F,Sensor R1,Sensor R2,Sensor R3,Sensor R4,Sensor R5,Sensor R6,Sensor R7,Sensor R8
1,-174,290,10,3.28225,3.718375,3.21075,3.2680000000000002,3.506125,3.597,3.301625,3.277625
2,-174,290,10,3.16125,3.635625,2.718875,2.919125,3.3040000000000003,3.4815,3.219625,3.118
1-2,-174,290,10,0.121,0.08274999999999988,0.49187499999999984,0.34887500000000005,0.20212499999999967,0.11549999999999994,0.08199999999999985,0.15962500000000013
