Messwert,X,Y,F,Sensor R1,Sensor R2,Sensor R3,Sensor R4,Sensor R5,Sensor R6,Sensor R7,Sensor R8
1,174,232,10,3.254,3.70775,3.184125,3.295125,3.518125,3.6168750000000003,3.30925,3.280625
2,174,232,10,3.161625,3.417625,3.087125,2.900125,2.66325,3.24775,3.210875,3.105125
1-2,174,232,10,0.0923750000000001,0.29012499999999974,0.09699999999999998,0.395,0.8548749999999998,0.36912500000000037,0.09837499999999988,0.1755
