Messwert,X,Y,F,Sensor 1,Sensor 2,Sensor 3,Sensor 4,Sensor 5,Sensor 6,Sensor 7,Sensor 8
1,-290,-290,10,3.3312500000000003,3.719875,3.2085,3.254125,3.503375,3.6105,3.308125,3.27075
2,-290,-290,10,1.723625,3.7215000000000003,2.974375,3.1153750000000002,3.46,3.4707500000000002,3.17725,3.246
1-2,-290,-290,10,1.6076250000000003,-0.0016250000000002096,0.2341249999999997,0.13874999999999993,0.04337500000000016,0.13974999999999982,0.13087500000000007,0.02475000000000005
