Messwert,X,Y,F,Sensor R1,Sensor R2,Sensor R3,Sensor R4,Sensor R5,Sensor R6,Sensor R7,Sensor R8
1,-58,-116,10,3.27075,3.72675,3.1965,3.3388750000000003,3.51025,3.6325000000000003,3.3043750000000003,3.2880000000000003
2,-58,-116,10,2.986875,3.036,2.98925,2.5745,3.384625,3.10925,3.1088750000000003,3.005375
1-2,-58,-116,10,0.2838750000000001,0.69075,0.2072499999999997,0.7643750000000002,0.12562499999999988,0.5232500000000004,0.1955,0.28262500000000035
