Messwert,X,Y,F,Sensor 1,Sensor 2,Sensor 3,Sensor 4,Sensor 5,Sensor 6,Sensor 7,Sensor 8
1,-290,232,10,3.266625,3.707625,3.2727500000000003,3.2676250000000002,3.496375,3.588,3.301875,3.27975
2,-290,232,10,3.1165000000000003,3.661625,2.138375,3.149125,3.375375,3.433875,3.223125,3.184625
1-2,-290,232,10,0.15012499999999962,0.04600000000000026,1.1343750000000004,0.11850000000000005,0.121,0.15412500000000007,0.07874999999999988,0.0951249999999999
