Messwert,X,Y,F,Sensor R1,Sensor R2,Sensor R3,Sensor R4,Sensor R5,Sensor R6,Sensor R7,Sensor R8
1,0,-116,10,3.27075,3.70775,3.181,3.345125,3.5063750000000002,3.629375,3.3095,3.291875
2,0,-116,10,3.11925,3.174125,3.008,2.46125,3.3628750000000003,3.117375,3.1425,2.911875
1-2,0,-116,10,0.15149999999999997,0.5336249999999998,0.17300000000000004,0.8838749999999997,0.14349999999999996,0.512,0.16699999999999982,0.3799999999999999
