Messwert,X,Y,F,Sensor R1,Sensor R2,Sensor R3,Sensor R4,Sensor R5,Sensor R6,Sensor R7,Sensor R8
1,290,-232,10,3.247875,3.709375,3.1978750000000002,3.27025,3.476125,3.60425,3.301375,3.2796250000000002
2,290,-232,10,3.157625,3.517,3.105625,3.16525,3.446875,3.49675,2.29475,3.198
1-2,290,-232,10,0.09025000000000016,0.19237500000000018,0.09225000000000039,0.10499999999999998,0.02925000000000022,0.10749999999999993,1.006625,0.08162500000000028
