Messwert,X,Y,F,Sensor R1,Sensor R2,Sensor R3,Sensor R4,Sensor R5,Sensor R6,Sensor R7,Sensor R8
1,116,232,10,3.255,3.708375,3.174875,3.324625,3.51325,3.61025,3.30375,3.28975
2,116,232,10,3.149,3.4445,3.104625,2.734375,2.829375,3.258875,3.16725,3.061375
1-2,116,232,10,0.10599999999999987,0.2638750000000001,0.07025000000000015,0.5902500000000002,0.683875,0.351375,0.13649999999999984,0.22837500000000022
