Messwert,X,Y,F,Sensor R1,Sensor R2,Sensor R3,Sensor R4,Sensor R5,Sensor R6,Sensor R7,Sensor R8
1,-58,-174,10,3.271,3.720375,3.2015000000000002,3.320125,3.509875,3.622125,3.3072500000000002,3.284625
2,-58,-174,10,2.935375,3.251375,2.979625,2.6125000000000003,3.3933750000000003,3.255125,3.113875,3.025
1-2,-58,-174,10,0.33562499999999984,0.4690000000000003,0.22187500000000027,0.7076249999999997,0.11649999999999983,0.367,0.19337500000000007,0.2596250000000002
