Messwert,X,Y,F,Sensor R1,Sensor R2,Sensor R3,Sensor R4,Sensor R5,Sensor R6,Sensor R7,Sensor R8
1,116,0,10,3.25625,3.70675,3.196125,3.3308750000000003,3.504625,3.645,3.305625,3.2872500000000002
2,116,0,10,3.1095,2.818375,3.036125,2.775375,3.37675,2.280125,3.16,3.055
1-2,116,0,10,0.14674999999999994,0.8883749999999999,0.1599999999999997,0.5555000000000003,0.12787499999999996,1.364875,0.1456249999999999,0.23225000000000007
