channel names:							
028_0_174_50 - Brücke (V/V) - R0__PXI1Slot2_ai0	028_0_174_50 - Brücke (V/V) - R1__PXI1Slot2_ai1	028_0_174_50 - Brücke (V/V) - R2__PXI1Slot2_ai2	028_0_174_50 - Brücke (V/V) - R3__PXI1Slot2_ai3	028_0_174_50 - Brücke (V/V) - R4__PXI1Slot2_ai4	028_0_174_50 - Brücke (V/V) - R5__PXI1Slot2_ai5	028_0_174_50 - Brücke (V/V) - R6__PXI1Slot2_ai6	028_0_174_50 - Brücke (V/V) - R7__PXI1Slot2_ai7
start times:							
23.05.2024 15:19:35,874641	23.05.2024 15:19:35,874641	23.05.2024 15:19:35,874641	23.05.2024 15:19:35,874641	23.05.2024 15:19:35,874641	23.05.2024 15:19:35,874641	23.05.2024 15:19:35,874641	23.05.2024 15:19:35,874641
dt:							
0,020000							
data:							
2,962446E-1	4,688207E-2	-7,264555E-1	2,329294E-1	-5,267871E-1	-4,335607E-1	-5,071404E-2	-2,144130E-1
2,961731E-1	4,688207E-2	-7,265508E-1	2,327386E-1	-5,266202E-1	-4,336799E-1	-5,063059E-2	-2,144249E-1
2,961135E-1	4,688207E-2	-7,265031E-1	2,328102E-1	-5,266560E-1	-4,336560E-1	-5,059483E-2	-2,143891E-1
2,962923E-1	4,689399E-2	-7,264912E-1	2,326909E-1	-5,269301E-1	-4,335726E-1	-5,073788E-2	-2,142938E-1
2,962327E-1	4,697744E-2	-7,264793E-1	2,328578E-1	-5,266321E-1	-4,335964E-1	-5,065444E-2	-2,143057E-1
2,962208E-1	4,689399E-2	-7,265747E-1	2,328817E-1	-5,266440E-1	-4,334891E-1	-5,060675E-2	-2,144249E-1
2,961492E-1	4,676286E-2	-7,266104E-1	2,326671E-1	-5,267394E-1	-4,336084E-1	-5,076172E-2	-2,146514E-1
2,961254E-1	4,677478E-2	-7,264435E-1	2,325121E-1	-5,265725E-1	-4,336560E-1	-5,094054E-2	-2,146156E-1
2,962446E-1	4,685823E-2	-7,265508E-1	2,325002E-1	-5,266917E-1	-4,334772E-1	-5,090477E-2	-2,145203E-1
2,962684E-1	4,675094E-2	-7,265389E-1	2,326433E-1	-5,268467E-1	-4,334534E-1	-5,078557E-2	-2,144130E-1
2,962446E-1	4,672710E-2	-7,266462E-1	2,327386E-1	-5,269063E-1	-4,335368E-1	-5,079749E-2	-2,145441E-1
2,961135E-1	4,663173E-2	-7,266581E-1	2,326671E-1	-5,270017E-1	-4,335249E-1	-5,070212E-2	-2,145918E-1
2,961731E-1	4,665557E-2	-7,265151E-1	2,324168E-1	-5,268705E-1	-4,335726E-1	-5,065444E-2	-2,145322E-1
2,961492E-1	4,672710E-2	-7,265985E-1	2,323691E-1	-5,267752E-1	-4,336918E-1	-5,073788E-2	-2,145203E-1
2,962088E-1	4,683439E-2	-7,265866E-1	2,325598E-1	-5,270613E-1	-4,335726E-1	-5,069020E-2	-2,144607E-1
2,961731E-1	4,666749E-2	-7,266343E-1	2,326433E-1	-5,270374E-1	-4,335368E-1	-5,071404E-2	-2,144368E-1
2,960658E-1	4,661981E-2	-7,266700E-1	2,326552E-1	-5,269421E-1	-4,336322E-1	-5,059483E-2	-2,144368E-1
