date,time,X,Y,F_mean,F_std,Sensor R1_mean,Sensor R2_mean,Sensor R3_mean,Sensor R4_mean,Sensor R5_mean,Sensor R6_mean,Sensor R7_mean,Sensor R8_mean,Sensor R1_std,Sensor R2_std,Sensor R3_std,Sensor R4_std,Sensor R5_std,Sensor R6_std,Sensor R7_std,Sensor R8_std
2026-04-10,12:38:55.267,0.0,280.0,14.841242495040177,0.2262093251438224,2.447709216101695,2.757637711864407,2.4534735169491526,2.49763188559322,2.5029899364406774,2.3698442796610166,2.5466567796610167,2.3844163135593224,0.005925472190287971,0.003923759986789087,0.00321268307592317,0.005022448836293147,0.004073457113574352,0.008035383160245655,0.001859803277530141,0.004081971105369344
2026-04-10,12:39:08.018,-40.0,240.0,14.937812307067531,0.16904228255603554,1.8768554852320671,2.7944435654008437,2.4417821729957807,2.528771624472574,2.581572784810126,2.5417932489451474,2.5037874472573836,2.3691529535864984,0.023659511750742816,0.0050790344535058905,0.002970886551614153,0.003760901061111367,0.004452779420261882,0.005514351413526916,0.0015068787852307362,0.0037051034950778224
2026-04-10,12:39:17.939,0.0,240.0,15.018746094796734,0.1434330703994609,2.2416065400843888,2.8134251054852326,2.4213997890295365,2.5018322784810136,2.487262130801688,2.401507911392405,2.5514762658227848,2.461697784810127,0.006610568786008769,0.008273624115315556,0.0029519454640968873,0.003954558908239352,0.00392834326367194,0.005536844670727237,0.0014068861242009288,0.003640975324904353
2026-04-10,12:39:30.448,40.0,240.0,14.775708501496075,0.133333406194507,1.5735174788135595,2.4441117584745764,2.4215831567796613,2.483097457627119,2.4637378177966105,2.533416843220339,2.537048728813559,2.4933426906779665,0.013544825107093664,0.01544446197509449,0.0033100962165333275,0.003635018140779734,0.004392615553772304,0.004980314499462426,0.001799249041377722,0.0035724125497352847
2026-04-10,12:39:49.487,-80.0,200.0,14.94043526536159,0.1542530490092792,1.7638909574468087,2.7408026595744683,2.376268085106383,2.5235702127659576,2.410157978723404,2.7259287234042553,2.4974239361702124,2.4444718085106385,0.008566526930895855,0.004421923843742139,0.002898150098382882,0.003337248031359931,0.00465232470596797,0.003953953645926203,0.0016784773165904536,0.0032973337755164895
2026-04-10,12:40:03.473,-40.0,200.0,14.92303410242814,0.12487825475915729,1.4834388297872338,2.798915957446808,2.4083494680851065,2.531581382978723,2.5872776595744678,2.6765202127659578,2.514953723404255,2.5954079787234043,0.039956591076305704,0.006418130953350816,0.003039327724174986,0.0038291938074520703,0.004540380976969346,0.005251822475715726,0.0017938056739332962,0.004177603362049979
2026-04-10,12:40:15.037,0.0,200.0,15.169990663794385,0.21506374292107833,3.175261603375527,2.7835981012658233,2.424477320675106,2.518852320675105,2.4836503164556967,2.45621888185654,2.564439345991561,2.668070147679325,0.008706386021522884,0.010517591331073245,0.0027494629115939534,0.002935613546253673,0.00413361584610214,0.005779176984567421,0.002323023840201897,0.004226389203030229
2026-04-10,12:40:24.044,40.0,200.0,14.849660350537524,0.13656779284521042,2.080737765957447,2.1120569148936172,2.4161957446808513,2.473452127659574,2.4636388297872345,2.558515957446809,2.538402659574468,2.717724468085107,0.01060591448846883,0.026357528347485445,0.004586446032758658,0.00405082021438066,0.004635842117807792,0.005267562886586844,0.0014886649205958005,0.00377590516610909
2026-04-10,12:40:33.675,80.0,200.0,14.993903179736778,0.12870699963684196,2.2265985169491533,2.7744777542372883,2.3842108050847455,2.4822304025423727,2.572805614406779,2.596096927966102,2.5037176906779655,2.706085805084746,0.009059732214616522,0.016417230537330983,0.011770410274849345,0.0035153190700462546,0.004655279687164315,0.0045679826694658,0.001790527117278496,0.0034160714669182165
2026-04-10,12:40:46.794,-120.0,160.0,14.935750018208637,0.13546471099788046,1.9045460805084746,2.5355042372881353,2.335868644067797,2.5315693855932206,2.3338776483050854,2.785911546610169,2.550575741525423,3.1129475635593225,0.006998926067579986,0.00633553613061585,0.003097798881013848,0.004322308943298458,0.005065467155079813,0.004245408367336959,0.00351370982858034,0.0339043956186054
