channel names:							
009_174_290_50 - Brücke (V/V) - R0__PXI1Slot2_ai0	009_174_290_50 - Brücke (V/V) - R1__PXI1Slot2_ai1	009_174_290_50 - Brücke (V/V) - R2__PXI1Slot2_ai2	009_174_290_50 - Brücke (V/V) - R3__PXI1Slot2_ai3	009_174_290_50 - Brücke (V/V) - R4__PXI1Slot2_ai4	009_174_290_50 - Brücke (V/V) - R5__PXI1Slot2_ai5	009_174_290_50 - Brücke (V/V) - R6__PXI1Slot2_ai6	009_174_290_50 - Brücke (V/V) - R7__PXI1Slot2_ai7
start times:							
23.05.2024 13:49:29,044388	23.05.2024 13:49:29,044388	23.05.2024 13:49:29,044388	23.05.2024 13:49:29,044388	23.05.2024 13:49:29,044388	23.05.2024 13:49:29,044388	23.05.2024 13:49:29,044388	23.05.2024 13:49:29,044388
dt:							
0,020000							
data:							
2,905941E-1	1,175109E-2	-7,413328E-1	2,328459E-1	-2,994550E-1	-5,165065E-1	-8,340123E-2	-1,037152E-1
2,905941E-1	1,157228E-2	-7,412851E-1	2,327744E-1	-2,993954E-1	-5,165661E-1	-8,325818E-2	-1,036080E-1
2,905941E-1	1,160804E-2	-7,413209E-1	2,326075E-1	-2,994431E-1	-5,165899E-1	-8,340123E-2	-1,037272E-1
2,905941E-1	1,159612E-2	-7,413685E-1	2,325240E-1	-2,994788E-1	-5,166376E-1	-8,349659E-2	-1,038583E-1
2,904868E-1	1,154844E-2	-7,413089E-1	2,323214E-1	-2,995623E-1	-5,167091E-1	-8,340123E-2	-1,038106E-1
2,905345E-1	1,152459E-2	-7,412851E-1	2,323095E-1	-2,994788E-1	-5,166853E-1	-8,353236E-2	-1,038225E-1
2,906298E-1	1,150075E-2	-7,412255E-1	2,323095E-1	-2,993834E-1	-5,166376E-1	-8,344891E-2	-1,037152E-1
2,905702E-1	1,158420E-2	-7,412613E-1	2,323691E-1	-2,995027E-1	-5,167091E-1	-8,358004E-2	-1,038225E-1
2,905106E-1	1,147691E-2	-7,413089E-1	2,323095E-1	-2,992523E-1	-5,167211E-1	-8,368733E-2	-1,038106E-1
2,904749E-1	1,135770E-2	-7,412374E-1	2,323333E-1	-2,987993E-1	-5,167926E-1	-8,352044E-2	-1,039417E-1
2,905702E-1	1,140538E-2	-7,412732E-1	2,325002E-1	-2,990020E-1	-5,167330E-1	-8,361580E-2	-1,039656E-1
2,905941E-1	1,136962E-2	-7,413328E-1	2,327625E-1	-2,994311E-1	-5,166853E-1	-8,355620E-2	-1,037987E-1
2,905822E-1	1,144115E-2	-7,414162E-1	2,328698E-1	-2,993834E-1	-5,167091E-1	-8,350852E-2	-1,037748E-1
2,905583E-1	1,131002E-2	-7,414162E-1	2,328578E-1	-2,993715E-1	-5,166734E-1	-8,353236E-2	-1,038941E-1
2,906179E-1	1,147691E-2	-7,412851E-1	2,329532E-1	-2,995503E-1	-5,166615E-1	-8,378270E-2	-1,039656E-1
2,904987E-1	1,151267E-2	-7,412732E-1	2,330605E-1	-2,999676E-1	-5,167807E-1	-8,363965E-2	-1,039537E-1
2,904272E-1	1,145307E-2	-7,412732E-1	2,327386E-1	-2,999318E-1	-5,168403E-1	-8,359196E-2	-1,039060E-1
2,904987E-1	1,150075E-2	-7,414162E-1	2,325240E-1	-2,995384E-1	-5,166853E-1	-8,373501E-2	-1,039656E-1
2,905702E-1	1,152459E-2	-7,413209E-1	2,326075E-1	-2,993715E-1	-5,166853E-1	-8,387806E-2	-1,040729E-1
2,904987E-1	1,142923E-2	-7,412255E-1	2,329651E-1	-2,997888E-1	-5,166734E-1	-8,387806E-2	-1,039775E-1
2,906179E-1	1,150075E-2	-7,412851E-1	2,330605E-1	-2,994907E-1	-5,166257E-1	-8,346083E-2	-1,039060E-1
