channel names:							
005_-58_290_50 - Brücke (V/V) - R0__PXI1Slot2_ai0	005_-58_290_50 - Brücke (V/V) - R1__PXI1Slot2_ai1	005_-58_290_50 - Brücke (V/V) - R2__PXI1Slot2_ai2	005_-58_290_50 - Brücke (V/V) - R3__PXI1Slot2_ai3	005_-58_290_50 - Brücke (V/V) - R4__PXI1Slot2_ai4	005_-58_290_50 - Brücke (V/V) - R5__PXI1Slot2_ai5	005_-58_290_50 - Brücke (V/V) - R6__PXI1Slot2_ai6	005_-58_290_50 - Brücke (V/V) - R7__PXI1Slot2_ai7
start times:							
23.05.2024 13:45:47,205699	23.05.2024 13:45:47,205699	23.05.2024 13:45:47,205699	23.05.2024 13:45:47,205699	23.05.2024 13:45:47,205699	23.05.2024 13:45:47,205699	23.05.2024 13:45:47,205699	23.05.2024 13:45:47,205699
dt:							
0,020000							
data:							
2,895570E-1	1,225177E-2	-7,646859E-1	3,230993E-1	-2,493275E-1	-5,178893E-1	-8,445027E-2	-2,037795E-1
2,895689E-1	1,228753E-2	-7,647574E-1	3,231946E-1	-2,495420E-1	-5,177582E-1	-8,441451E-2	-2,038272E-1
2,896166E-1	1,241866E-2	-7,644951E-1	3,232781E-1	-2,496493E-1	-5,177224E-1	-8,455756E-2	-2,037795E-1
2,895450E-1	1,235906E-2	-7,646859E-1	3,229205E-1	-2,496970E-1	-5,178774E-1	-8,448603E-2	-2,039464E-1
2,895570E-1	1,239482E-2	-7,645905E-1	3,226701E-1	-2,494824E-1	-5,180801E-1	-8,446219E-2	-2,038391E-1
2,896762E-1	1,237098E-2	-7,647216E-1	3,226224E-1	-2,494944E-1	-5,180324E-1	-8,441451E-2	-2,038510E-1
2,895093E-1	1,227561E-2	-7,648170E-1	3,228728E-1	-2,496613E-1	-5,178536E-1	-8,446219E-2	-2,039583E-1
2,896166E-1	1,225177E-2	-7,646978E-1	3,233019E-1	-2,496732E-1	-5,176747E-1	-8,424761E-2	-2,038630E-1
2,895808E-1	1,240674E-2	-7,646978E-1	3,233734E-1	-2,496970E-1	-5,177105E-1	-8,414032E-2	-2,039226E-1
2,896166E-1	1,238290E-2	-7,647574E-1	3,231708E-1	-2,497447E-1	-5,178416E-1	-8,442643E-2	-2,038510E-1
2,895331E-1	1,221601E-2	-7,646978E-1	3,230277E-1	-2,495420E-1	-5,179012E-1	-8,453372E-2	-2,039345E-1
2,894616E-1	1,225177E-2	-7,646144E-1	3,227536E-1	-2,496374E-1	-5,180085E-1	-8,454564E-2	-2,039822E-1
2,896166E-1	1,228753E-2	-7,645667E-1	3,230039E-1	-2,494109E-1	-5,178655E-1	-8,448603E-2	-2,038868E-1
2,895808E-1	1,228753E-2	-7,645190E-1	3,232900E-1	-2,497209E-1	-5,176867E-1	-8,434298E-2	-2,038272E-1
2,897119E-1	1,229945E-2	-7,645309E-1	3,234688E-1	-2,495778E-1	-5,176867E-1	-8,421185E-2	-2,037318E-1
2,896762E-1	1,238290E-2	-7,644951E-1	3,235284E-1	-2,494705E-1	-5,176867E-1	-8,412840E-2	-2,037080E-1
2,896046E-1	1,250211E-2	-7,645428E-1	3,234927E-1	-2,497328E-1	-5,175794E-1	-8,434298E-2	-2,038749E-1
2,897119E-1	1,264516E-2	-7,644236E-1	3,233019E-1	-2,497566E-1	-5,176628E-1	-8,446219E-2	-2,037914E-1
2,897954E-1	1,238290E-2	-7,643521E-1	3,233138E-1	-2,496136E-1	-5,177105E-1	-8,425953E-2	-2,037080E-1
2,895808E-1	1,247827E-2	-7,643759E-1	3,232423E-1	-2,497805E-1	-5,176390E-1	-8,408072E-2	-2,037438E-1
2,895570E-1	1,243058E-2	-7,642329E-1	3,231470E-1	-2,497805E-1	-5,175794E-1	-8,450987E-2	-2,036961E-1
2,897000E-1	1,252595E-2	-7,643283E-1	3,232066E-1	-2,497209E-1	-5,176628E-1	-8,435490E-2	-2,036126E-1
2,897358E-1	1,254979E-2	-7,643640E-1	3,232781E-1	-2,497685E-1	-5,176271E-1	-8,439066E-2	-2,035769E-1
2,897477E-1	1,254979E-2	-7,643402E-1	3,231470E-1	-2,497209E-1	-5,176747E-1	-8,447411E-2	-2,036245E-1
2,895331E-1	1,246635E-2	-7,643759E-1	3,230516E-1	-2,497447E-1	-5,176867E-1	-8,442643E-2	-2,037080E-1
2,895927E-1	1,240674E-2	-7,645309E-1	3,230158E-1	-2,499474E-1	-5,177701E-1	-8,452179E-2	-2,036484E-1
2,896166E-1	1,245443E-2	-7,644236E-1	3,230873E-1	-2,495778E-1	-5,178893E-1	-8,448603E-2	-2,036126E-1
2,896404E-1	1,241866E-2	-7,644355E-1	3,231470E-1	-2,497209E-1	-5,177224E-1	-8,456948E-2	-2,035530E-1
2,897835E-1	1,259748E-2	-7,644832E-1	3,233377E-1	-2,495778E-1	-5,177343E-1	-8,424761E-2	-2,034577E-1
2,898550E-1	1,264516E-2	-7,644117E-1	3,236834E-1	-2,494109E-1	-5,174602E-1	-8,421185E-2	-2,034934E-1
2,898073E-1	1,272861E-2	-7,644117E-1	3,235761E-1	-2,496613E-1	-5,174363E-1	-8,435490E-2	-2,035173E-1
2,897954E-1	1,275245E-2	-7,643879E-1	3,234569E-1	-2,496374E-1	-5,176390E-1	-8,442643E-2	-2,034100E-1
2,897119E-1	1,262132E-2	-7,644713E-1	3,230873E-1	-2,497209E-1	-5,176986E-1	-8,439066E-2	-2,035649E-1
2,896881E-1	1,250211E-2	-7,646144E-1	3,226463E-1	-2,496732E-1	-5,179012E-1	-8,454564E-2	-2,035769E-1
2,897238E-1	1,256171E-2	-7,645548E-1	3,226344E-1	-2,498043E-1	-5,177940E-1	-8,442643E-2	-2,035769E-1
2,897119E-1	1,258556E-2	-7,645428E-1	3,229324E-1	-2,497566E-1	-5,177463E-1	-8,430722E-2	-2,033980E-1
2,897358E-1	1,271669E-2	-7,644594E-1	3,231470E-1	-2,496374E-1	-5,175913E-1	-8,431914E-2	-2,034577E-1
2,897954E-1	1,269284E-2	-7,644832E-1	3,230158E-1	-2,497328E-1	-5,176867E-1	-8,416417E-2	-2,035649E-1
2,895927E-1	1,257364E-2	-7,646501E-1	3,226701E-1	-2,495659E-1	-5,179370E-1	-8,396151E-2	-2,035292E-1
2,895212E-1	1,252595E-2	-7,646144E-1	3,227536E-1	-2,494467E-1	-5,179608E-1	-8,431914E-2	-2,035649E-1
2,895689E-1	1,268092E-2	-7,646620E-1	3,226940E-1	-2,495540E-1	-5,178297E-1	-8,430722E-2	-2,036365E-1
2,896881E-1	1,270477E-2	-7,645786E-1	3,229205E-1	-2,496493E-1	-5,175913E-1	-8,408072E-2	-2,036126E-1
2,897715E-1	1,272861E-2	-7,644832E-1	3,233138E-1	-2,495540E-1	-5,174840E-1	-8,387806E-2	-2,034815E-1
2,897477E-1	1,278821E-2	-7,644594E-1	3,233973E-1	-2,496493E-1	-5,174363E-1	-8,418801E-2	-2,035411E-1
2,896285E-1	1,268092E-2	-7,645667E-1	3,231946E-1	-2,497924E-1	-5,175555E-1	-8,443835E-2	-2,036722E-1
2,896523E-1	1,252595E-2	-7,646144E-1	3,228132E-1	-2,496255E-1	-5,178059E-1	-8,430722E-2	-2,037199E-1
2,896166E-1	1,254979E-2	-7,646263E-1	3,227297E-1	-2,498401E-1	-5,177701E-1	-8,435490E-2	-2,037199E-1
2,896046E-1	1,260940E-2	-7,644832E-1	3,228132E-1	-2,496851E-1	-5,176867E-1	-8,422377E-2	-2,036722E-1
2,896762E-1	1,262132E-2	-7,645428E-1	3,229920E-1	-2,500546E-1	-5,176032E-1	-8,418801E-2	-2,036365E-1
2,896404E-1	1,264516E-2	-7,644951E-1	3,229443E-1	-2,500666E-1	-5,176509E-1	-8,435490E-2	-2,037199E-1
2,896642E-1	1,256171E-2	-7,645548E-1	3,225867E-1	-2,499116E-1	-5,177463E-1	-8,439066E-2	-2,037438E-1
2,895212E-1	1,262132E-2	-7,645071E-1	3,223244E-1	-2,501262E-1	-5,177582E-1	-8,449795E-2	-2,037795E-1
2,897000E-1	1,260940E-2	-7,645309E-1	3,226224E-1	-2,498281E-1	-5,177820E-1	-8,462908E-2	-2,036842E-1
2,896046E-1	1,259748E-2	-7,645309E-1	3,229443E-1	-2,495897E-1	-5,176747E-1	-8,460524E-2	-2,036603E-1
2,897715E-1	1,264516E-2	-7,644713E-1	3,233258E-1	-2,495540E-1	-5,174602E-1	-8,445027E-2	-2,036842E-1
2,897238E-1	1,265708E-2	-7,644475E-1	3,234211E-1	-2,496851E-1	-5,173648E-1	-8,427145E-2	-2,036484E-1
2,896285E-1	1,268092E-2	-7,644713E-1	3,231946E-1	-2,496136E-1	-5,175913E-1	-8,419993E-2	-2,036722E-1
2,896285E-1	1,260940E-2	-7,643879E-1	3,228012E-1	-2,496851E-1	-5,177224E-1	-8,447411E-2	-2,036842E-1
2,895093E-1	1,258556E-2	-7,642686E-1	3,225390E-1	-2,495897E-1	-5,179251E-1	-8,456948E-2	-2,037080E-1
2,895331E-1	1,257364E-2	-7,643163E-1	3,227416E-1	-2,496493E-1	-5,178416E-1	-8,423569E-2	-2,036842E-1
2,896285E-1	1,258556E-2	-7,642448E-1	3,229324E-1	-2,499474E-1	-5,175675E-1	-8,428338E-2	-2,037795E-1
2,895808E-1	1,266900E-2	-7,642567E-1	3,229801E-1	-2,498520E-1	-5,175675E-1	-8,452179E-2	-2,036722E-1
2,895331E-1	1,274053E-2	-7,643402E-1	3,228966E-1	-2,499831E-1	-5,177105E-1	-8,442643E-2	-2,036842E-1
2,895093E-1	1,259748E-2	-7,643402E-1	3,224794E-1	-2,499235E-1	-5,178178E-1	-8,466485E-2	-2,036722E-1
2,894139E-1	1,257364E-2	-7,644594E-1	3,223482E-1	-2,498401E-1	-5,178774E-1	-8,462908E-2	-2,038153E-1
2,895331E-1	1,246635E-2	-7,644832E-1	3,226344E-1	-2,495540E-1	-5,178059E-1	-8,454564E-2	-2,037199E-1
2,896285E-1	1,264516E-2	-7,644594E-1	3,229443E-1	-2,495540E-1	-5,176271E-1	-8,454564E-2	-2,037318E-1
2,896523E-1	1,269284E-2	-7,644117E-1	3,230873E-1	-2,496017E-1	-5,175079E-1	-8,456948E-2	-2,037914E-1
2,896285E-1	1,262132E-2	-7,644355E-1	3,230873E-1	-2,494348E-1	-5,175198E-1	-8,429530E-2	-2,037557E-1
2,896166E-1	1,250211E-2	-7,645190E-1	3,228370E-1	-2,495063E-1	-5,176628E-1	-8,442643E-2	-2,038034E-1
2,895927E-1	1,256171E-2	-7,644355E-1	3,226224E-1	-2,495063E-1	-5,177820E-1	-8,464100E-2	-2,038630E-1
2,896046E-1	1,256171E-2	-7,644832E-1	3,227297E-1	-2,496732E-1	-5,177343E-1	-8,441451E-2	-2,037914E-1
2,896046E-1	1,256171E-2	-7,644713E-1	3,228608E-1	-2,497328E-1	-5,175317E-1	-8,446219E-2	-2,037676E-1
2,895808E-1	1,259748E-2	-7,643879E-1	3,229443E-1	-2,498401E-1	-5,175675E-1	-8,424761E-2	-2,036842E-1
2,896881E-1	1,265708E-2	-7,644475E-1	3,230158E-1	-2,498281E-1	-5,174363E-1	-8,434298E-2	-2,036722E-1
2,895927E-1	1,253787E-2	-7,644832E-1	3,227416E-1	-2,498997E-1	-5,176628E-1	-8,447411E-2	-2,037914E-1
2,894854E-1	1,249019E-2	-7,644475E-1	3,225032E-1	-2,498997E-1	-5,177940E-1	-8,460524E-2	-2,038034E-1
2,894377E-1	1,235906E-2	-7,645309E-1	3,223363E-1	-2,497566E-1	-5,178178E-1	-8,450987E-2	-2,037557E-1
2,894139E-1	1,251403E-2	-7,644951E-1	3,223125E-1	-2,497089E-1	-5,178059E-1	-8,447411E-2	-2,037795E-1
2,894616E-1	1,247827E-2	-7,644475E-1	3,226701E-1	-2,497328E-1	-5,176509E-1	-8,443835E-2	-2,038153E-1
2,895570E-1	1,257364E-2	-7,645548E-1	3,230635E-1	-2,494586E-1	-5,174959E-1	-8,414032E-2	-2,037318E-1
2,894497E-1	1,249019E-2	-7,643998E-1	3,231946E-1	-2,496255E-1	-5,173886E-1	-8,394959E-2	-2,037199E-1
2,894497E-1	1,251403E-2	-7,644475E-1	3,228966E-1	-2,497089E-1	-5,175198E-1	-8,416417E-2	-2,036722E-1
2,895212E-1	1,245443E-2	-7,644713E-1	3,225867E-1	-2,492559E-1	-5,177820E-1	-8,433106E-2	-2,036603E-1
2,894854E-1	1,240674E-2	-7,645667E-1	3,226224E-1	-2,492679E-1	-5,179132E-1	-8,454564E-2	-2,037318E-1
2,894854E-1	1,237098E-2	-7,646024E-1	3,226820E-1	-2,495063E-1	-5,177343E-1	-8,480790E-2	-2,037914E-1
2,895212E-1	1,238290E-2	-7,644832E-1	3,230039E-1	-2,494109E-1	-5,176509E-1	-8,460524E-2	-2,036842E-1
2,895808E-1	1,235906E-2	-7,646263E-1	3,230754E-1	-2,494824E-1	-5,175436E-1	-8,433106E-2	-2,035769E-1
2,895689E-1	1,237098E-2	-7,645786E-1	3,228608E-1	-2,495778E-1	-5,176151E-1	-8,449795E-2	-2,036365E-1
2,894854E-1	1,241866E-2	-7,644951E-1	3,227416E-1	-2,494348E-1	-5,177224E-1	-8,468869E-2	-2,037080E-1
2,894020E-1	1,232330E-2	-7,645428E-1	3,226344E-1	-2,493990E-1	-5,177224E-1	-8,454564E-2	-2,036245E-1
2,894616E-1	1,226369E-2	-7,645548E-1	3,226224E-1	-2,494824E-1	-5,176986E-1	-8,454564E-2	-2,037914E-1
2,894377E-1	1,225177E-2	-7,645786E-1	3,226582E-1	-2,493275E-1	-5,176628E-1	-8,442643E-2	-2,037557E-1
2,894020E-1	1,245443E-2	-7,645667E-1	3,228370E-1	-2,493513E-1	-5,176151E-1	-8,419993E-2	-2,036842E-1
2,894377E-1	1,243058E-2	-7,644117E-1	3,229920E-1	-2,494467E-1	-5,174602E-1	-8,464100E-2	-2,037318E-1
2,894497E-1	1,232330E-2	-7,644475E-1	3,228728E-1	-2,492798E-1	-5,176628E-1	-8,460524E-2	-2,038034E-1
2,893424E-1	1,216832E-2	-7,644713E-1	3,226344E-1	-2,492917E-1	-5,178416E-1	-8,448603E-2	-2,037914E-1
2,893066E-1	1,212064E-2	-7,644594E-1	3,225271E-1	-2,492321E-1	-5,178774E-1	-8,429530E-2	-2,039226E-1
2,892828E-1	1,215640E-2	-7,644832E-1	3,225509E-1	-2,494467E-1	-5,177820E-1	-8,439066E-2	-2,039941E-1
2,894735E-1	1,223985E-2	-7,644832E-1	3,228251E-1	-2,493513E-1	-5,175675E-1	-8,458140E-2	-2,039464E-1
